"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-khyber","kp-khyber","Khyber District",2023,1145982,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1142377,99.6854,3605,0.3146,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=KHYBER DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1142377;CHRISTIAN=3482;HINDU JATI=18;QADIANI/AHMADI=8;SCHEDULED CASTES=26;SIKH=17;PARSI=0;OTHERS=54]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-kohat","kp-kohat","Kohat District",2023,1234579,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1228271,99.4891,6308,0.5109,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=KOHAT DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1228271;CHRISTIAN=5464;HINDU JATI=599;QADIANI/AHMADI=14;SCHEDULED CASTES=10;SIKH=106;PARSI=1;OTHERS=114]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-kolai-palas-kohistan","kp-kolai-palas-kohistan","Kolai Palas Kohistan District",2023,236726,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",235939,99.6675,787,0.3325,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=KOLAI PALAS KOHISTAN DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=235939;CHRISTIAN=611;HINDU JATI=24;QADIANI/AHMADI=2;SCHEDULED CASTES=6;SIKH=10;PARSI=2;OTHERS=132]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-kurram","kp-kurram","Kurram District",2023,785434,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",782792,99.6636,2642,0.3364,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=KURRAM DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=782792;CHRISTIAN=2517;HINDU JATI=39;QADIANI/AHMADI=7;SCHEDULED CASTES=17;SIKH=18;PARSI=0;OTHERS=44]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-lakki-marwat","kp-lakki-marwat","Lakki Marwat District",2023,1036300,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1034204,99.7977,2096,0.2023,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=LAKKI MARWAT DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1034204;CHRISTIAN=2040;HINDU JATI=1;QADIANI/AHMADI=9;SCHEDULED CASTES=23;SIKH=12;PARSI=0;OTHERS=11]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-lower-chitral","kp-lower-chitral","Lower Chitral District",2023,318234,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",313101,98.387,5133,1.613,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=LOWER CHITRAL DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=313101;CHRISTIAN=509;HINDU JATI=1;QADIANI/AHMADI=2;SCHEDULED CASTES=3;SIKH=1;PARSI=0;OTHERS=4617]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-lower-dir","kp-lower-dir","Lower Dir District",2023,1648620,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1644181,99.7307,4439,0.2693,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=LOWER DIR DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1644181;CHRISTIAN=4268;HINDU JATI=51;QADIANI/AHMADI=22;SCHEDULED CASTES=22;SIKH=16;PARSI=1;OTHERS=59]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-lower-kohistan","kp-lower-kohistan","Lower Kohistan District",2023,303305,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",302360,99.6884,945,0.3116,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=LOWER KOHISTAN DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=302360;CHRISTIAN=834;HINDU JATI=2;QADIANI/AHMADI=2;SCHEDULED CASTES=7;SIKH=4;PARSI=2;OTHERS=94]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-malakand","kp-malakand","Malakand Protected Area",2023,825377,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",823056,99.7188,2321,0.2812,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MALAKAND PROTECTED AREA;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=823056;CHRISTIAN=2092;HINDU JATI=75;QADIANI/AHMADI=15;SCHEDULED CASTES=11;SIKH=30;PARSI=0;OTHERS=98]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-mansehra","kp-mansehra","Mansehra District",2023,1789624,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1785071,99.7456,4553,0.2544,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MANSEHRA DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1785071;CHRISTIAN=3986;HINDU JATI=32;QADIANI/AHMADI=26;SCHEDULED CASTES=7;SIKH=31;PARSI=4;OTHERS=467]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-mardan","kp-mardan","Mardan District",2023,2740692,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",2732331,99.6949,8361,0.3051,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MARDAN DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=2732331;CHRISTIAN=7567;HINDU JATI=340;QADIANI/AHMADI=78;SCHEDULED CASTES=39;SIKH=167;PARSI=3;OTHERS=167]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-mohmand","kp-mohmand","Mohmand District",2023,553933,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",552341,99.7126,1592,0.2874,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=MOHMAND DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=552341;CHRISTIAN=1554;HINDU JATI=0;QADIANI/AHMADI=5;SCHEDULED CASTES=1;SIKH=14;PARSI=0;OTHERS=18]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-north-waziristan","kp-north-waziristan","North Waziristan District",2023,693137,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",690967,99.6869,2170,0.3131,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=NORTH WAZIRISTAN DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=690967;CHRISTIAN=2009;HINDU JATI=87;QADIANI/AHMADI=21;SCHEDULED CASTES=9;SIKH=14;PARSI=1;OTHERS=29]"
