"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101000","101000","Oruru-Parapara",2013,618,"total people with a stated religious-affiliation response",357,57.77,261,42.23,0,0,0,103.35,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101000","101000","Oruru-Parapara",2018,846,"total people with a stated religious-affiliation response",471,55.67,375,44.33,0,0,0,103.35,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101000","101000","Oruru-Parapara",2023,954,"total people with a stated religious-affiliation response",459,48.11,495,51.89,0,0,0,103.35,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101101","101101","Doubtless Bay",2013,1668,"total people with a stated religious-affiliation response",990,59.35,678,40.65,3,17.99,0.29,10.28,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101101","101101","Doubtless Bay",2018,2193,"total people with a stated religious-affiliation response",1167,53.21,1026,46.79,3,13.68,0.29,10.28,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101101","101101","Doubtless Bay",2023,2631,"total people with a stated religious-affiliation response",1284,48.8,1347,51.2,3,11.4,0.29,10.28,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101200","101200","Herekino-Takahue",2013,846,"total people with a stated religious-affiliation response",570,67.38,276,32.62,0,0,0,303.89,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101200","101200","Herekino-Takahue",2018,963,"total people with a stated religious-affiliation response",582,60.44,381,39.56,0,0,0,303.89,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101200","101200","Herekino-Takahue",2023,1140,"total people with a stated religious-affiliation response",618,54.21,522,45.79,0,0,0,303.89,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101300","101300","Peria",2013,828,"total people with a stated religious-affiliation response",432,52.17,396,47.83,1,12.08,0.01,199.63,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101300","101300","Peria",2018,1107,"total people with a stated religious-affiliation response",528,47.7,579,52.3,1,9.03,0.01,199.63,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101300","101300","Peria",2023,1260,"total people with a stated religious-affiliation response",531,42.14,729,57.86,1,7.94,0.01,199.63,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101400","101400","Taemaro-Oruaiti",2013,573,"total people with a stated religious-affiliation response",303,52.88,270,47.12,0,0,0,156.8,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101400","101400","Taemaro-Oruaiti",2018,867,"total people with a stated religious-affiliation response",402,46.37,465,53.63,0,0,0,156.8,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101400","101400","Taemaro-Oruaiti",2023,1101,"total people with a stated religious-affiliation response",438,39.78,663,60.22,0,0,0,156.8,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101500","101500","Whakapaku",2013,642,"total people with a stated religious-affiliation response",384,59.81,258,40.19,1,15.58,0,200.9,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101500","101500","Whakapaku",2018,744,"total people with a stated religious-affiliation response",384,51.61,360,48.39,1,13.44,0,200.9,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101500","101500","Whakapaku",2023,777,"total people with a stated religious-affiliation response",354,45.56,423,54.44,1,12.87,0,200.9,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101600","101600","Hokianga North",2013,645,"total people with a stated religious-affiliation response",573,88.84,72,11.16,2,31.01,0.01,347.98,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101600","101600","Hokianga North",2018,795,"total people with a stated religious-affiliation response",666,83.77,129,16.23,2,25.16,0.01,347.98,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101600","101600","Hokianga North",2023,912,"total people with a stated religious-affiliation response",645,70.72,267,29.28,2,21.93,0.01,347.98,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101700","101700","Kohukohu-Broadwood",2013,549,"total people with a stated religious-affiliation response",369,67.21,180,32.79,0,0,0,209.19,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101700","101700","Kohukohu-Broadwood",2018,726,"total people with a stated religious-affiliation response",429,59.09,297,40.91,0,0,0,209.19,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101700","101700","Kohukohu-Broadwood",2023,738,"total people with a stated religious-affiliation response",405,54.88,333,45.12,0,0,0,209.19,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101801","101801","Whakarara",2013,930,"total people with a stated religious-affiliation response",582,62.58,348,37.42,3,32.26,0.02,169.54,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101801","101801","Whakarara",2018,1344,"total people with a stated religious-affiliation response",762,56.7,582,43.3,3,22.32,0.02,169.54,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101801","101801","Whakarara",2023,1350,"total people with a stated religious-affiliation response",669,49.56,681,50.44,3,22.22,0.02,169.54,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101900","101900","Kāeo",2013,879,"total people with a stated religious-affiliation response",477,54.27,402,45.73,3,34.13,0.01,255.56,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101900","101900","Kāeo",2018,1191,"total people with a stated religious-affiliation response",567,47.61,624,52.39,3,25.19,0.01,255.56,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:101900","101900","Kāeo",2023,1299,"total people with a stated religious-affiliation response",519,39.95,780,60.05,3,23.09,0.01,255.56,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102000","102000","Omahuta Forest-Horeke",2013,693,"total people with a stated religious-affiliation response",453,65.37,240,34.63,0,0,0,463.71,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102000","102000","Omahuta Forest-Horeke",2018,1056,"total people with a stated religious-affiliation response",627,59.38,429,40.62,0,0,0,463.71,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102000","102000","Omahuta Forest-Horeke",2023,1143,"total people with a stated religious-affiliation response",612,53.54,531,46.46,0,0,0,463.71,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102100","102100","Hokianga South",2013,1107,"total people with a stated religious-affiliation response",759,68.56,348,31.44,1,9.03,0.01,126.04,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102100","102100","Hokianga South",2018,1236,"total people with a stated religious-affiliation response",708,57.28,528,42.72,1,8.09,0.01,126.04,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102100","102100","Hokianga South",2023,1359,"total people with a stated religious-affiliation response",696,51.21,663,48.79,1,7.36,0.01,126.04,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102201","102201","Lake Manuwai-Kapiro",2013,1743,"total people with a stated religious-affiliation response",813,46.64,930,53.36,0,0,0,58.85,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102201","102201","Lake Manuwai-Kapiro",2018,2133,"total people with a stated religious-affiliation response",807,37.83,1326,62.17,0,0,0,58.85,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102201","102201","Lake Manuwai-Kapiro",2023,2322,"total people with a stated religious-affiliation response",819,35.27,1503,64.73,0,0,0,58.85,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102300","102300","Ōkaihau",2013,945,"total people with a stated religious-affiliation response",531,56.19,414,43.81,2,21.16,0.01,147.68,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102300","102300","Ōkaihau",2018,1236,"total people with a stated religious-affiliation response",603,48.79,633,51.21,2,16.18,0.01,147.68,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102300","102300","Ōkaihau",2023,1362,"total people with a stated religious-affiliation response",570,41.85,792,58.15,2,14.68,0.01,147.68,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102401","102401","Rangitane-Purerua",2013,1068,"total people with a stated religious-affiliation response",561,52.53,507,47.47,0,0,0,123.16,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102401","102401","Rangitane-Purerua",2018,1506,"total people with a stated religious-affiliation response",696,46.22,810,53.78,0,0,0,123.16,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102401","102401","Rangitane-Purerua",2023,1581,"total people with a stated religious-affiliation response",669,42.31,912,57.69,0,0,0,123.16,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102501","102501","Waipapa",2013,642,"total people with a stated religious-affiliation response",303,47.2,339,52.8,1,15.58,0.12,8.01,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102501","102501","Waipapa",2018,822,"total people with a stated religious-affiliation response",282,34.31,540,65.69,1,12.17,0.12,8.01,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102501","102501","Waipapa",2023,891,"total people with a stated religious-affiliation response",237,26.6,654,73.4,1,11.22,0.12,8.01,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102600","102600","Puketotara",2013,1272,"total people with a stated religious-affiliation response",642,50.47,630,49.53,0,0,0,55.27,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102600","102600","Puketotara",2018,1677,"total people with a stated religious-affiliation response",762,45.44,915,54.56,0,0,0,55.27,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102600","102600","Puketotara",2023,2007,"total people with a stated religious-affiliation response",753,37.52,1254,62.48,0,0,0,55.27,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102700","102700","Waimā Forest",2013,750,"total people with a stated religious-affiliation response",504,67.2,246,32.8,0,0,0,237,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102700","102700","Waimā Forest",2018,1095,"total people with a stated religious-affiliation response",669,61.1,426,38.9,0,0,0,237,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102700","102700","Waimā Forest",2023,1095,"total people with a stated religious-affiliation response",585,53.42,510,46.58,0,0,0,237,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102801","102801","Riverview",2013,1689,"total people with a stated religious-affiliation response",984,58.26,705,41.74,0,0,0,7.59,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102801","102801","Riverview",2018,2160,"total people with a stated religious-affiliation response",996,46.11,1164,53.89,0,0,0,7.59,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102801","102801","Riverview",2023,2595,"total people with a stated religious-affiliation response",1152,44.39,1443,55.61,0,0,0,7.59,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102900","102900","Waipoua Forest",2013,891,"total people with a stated religious-affiliation response",594,66.67,297,33.33,0,0,0,277.86,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-sa2-2023","statistical_area_2","nz-sa2-2023:102900","102900","Waipoua Forest",2018,1215,"total people with a stated religious-affiliation response",699,57.53,516,42.47,0,0,0,277.86,,"current committed nz_places.json snapshot","statsnz-2023-census-totals-by-topic-sa2;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
