"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2000,5181115,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2000 = 5181115. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4521136,87.2618,659979,12.7382,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2001,5194901,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2001 = 5194901. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4523211,87.0702,671690,12.9298,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2002,5206295,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2002 = 5206295. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4521901,86.8545,684394,13.1455,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2003,5219732,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2003 = 5219732. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4512834,86.4572,706898,13.5428,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2004,5236611,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2004 = 5236611. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4503817,86.0063,732794,13.9937,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2005,5255580,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2005 = 5255580. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4494058,85.5102,761522,14.4898,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2006,5276955,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2006 = 5276955. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4478713,84.8731,798242,15.1269,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2007,5300484,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2007 = 5300484. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4459761,84.1388,840723,15.8612,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2008,5326314,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2008 = 5326314. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4427486,83.1248,898828,16.8752,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2009,5351427,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2009 = 5351427. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4406097,82.335,945330,17.665,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2010,5375276,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2010 = 5375276. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4342847,80.793,1032429,19.207,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
