"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:muhanga","muhanga","Muhanga",2012,319141,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,99.09,,0.91,,,,646.61,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:musanze","musanze","Musanze",2012,368267,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,98.03,,2.02,,,,527.42,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:ngoma","ngoma","Ngoma",2012,336928,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,97.45,,2.56,,,,868.57,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:ngororero","ngororero","Ngororero",2012,333713,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,96.52,,3.48,,,,676.48,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyabihu","nyabihu","Nyabihu",2012,294740,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,96.28,,3.72,,,,537.77,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyagatare","nyagatare","Nyagatare",2012,465855,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,98.08,,1.96,,,,1918.11,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyamagabe","nyamagabe","Nyamagabe",2012,341491,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,96.93,,3.06,,,,1091.03,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyamasheke","nyamasheke","Nyamasheke",2012,381804,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,98.57,,1.45,,,,1171.22,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyanza","nyanza","Nyanza",2012,323719,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,97.21,,2.79,,,,671.89,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyarugenge","nyarugenge","Nyarugenge",2012,284561,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,96.93,,3.09,,,,132.46,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyaruguru","nyaruguru","Nyaruguru",2012,294334,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,97.96,,2.05,,,,1011.17,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rubavu","rubavu","Rubavu",2012,403662,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,97.15,,2.86,,,,386.23,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:ruhango","ruhango","Ruhango",2012,319885,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,98.11,,1.97,,,,625.93,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rulindo","rulindo","Rulindo",2012,287681,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,97.01,,2.98,,,,567.32,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rusizi","rusizi","Rusizi",2012,400858,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,98.49,,1.53,,,,960.2,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rutsiro","rutsiro","Rutsiro",2012,324654,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,97.36,,2.62,,,,1160.85,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rwamagana","rwamagana","Rwamagana",2012,313461,"district resident population summed from the exact sector populations in the RPHC4 Table 26 religion tabulation; the stated-response denominator for the percentages excludes the not-stated count. Religion shares are aggregated from one-decimal sector shares, so the district shares carry one-decimal source precision",,96.87,,3.13,,,,680.74,,,"nisr-rphc4-2012-socio-cultural-table26-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;aggregated_from_sector_shares_one_decimal_precision;sector_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:bugesera","bugesera","Bugesera",2022,551103,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.11,,3.89,,,,1293.42,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:burera","burera","Burera",2022,387729,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,98.47,,1.54,,,,645.24,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:gakenke","gakenke","Gakenke",2022,365292,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,98.13,,1.87,,,,703.93,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:gasabo","gasabo","Gasabo",2022,879505,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.43,,3.57,,,,429.26,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:gatsibo","gatsibo","Gatsibo",2022,551164,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.35,,3.65,,,,1584.23,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:gicumbi","gicumbi","Gicumbi",2022,448824,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,95.95,,4.05,,,,828.58,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:gisagara","gisagara","Gisagara",2022,397051,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,98.33,,1.67,,,,680.11,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:huye","huye","Huye",2022,381900,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.35,,2.64,,,,581.07,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:kamonyi","kamonyi","Kamonyi",2022,450849,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.39,,2.61,,,,659.83,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:karongi","karongi","Karongi",2022,373869,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.5,,3.51,,,,989.08,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:kayonza","kayonza","Kayonza",2022,457156,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,95.96,,4.04,,,,1931.92,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:kicukiro","kicukiro","Kicukiro",2022,491731,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.27,,2.71,,,,167.02,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:kirehe","kirehe","Kirehe",2022,460860,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.04,,2.95,,,,1188.7,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:muhanga","muhanga","Muhanga",2022,358433,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,98.52,,1.47,,,,646.61,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:musanze","musanze","Musanze",2022,476522,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,98.13,,1.88,,,,527.42,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
