"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:29","29","Šiaulių m. sav.",2001,133883,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",104646,78.1623,20603,15.3888,,,,82.4879,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:30","30","Visagino sav.",2001,29554,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",19758,66.8539,7415,25.0897,,,,58.0782,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:32","32","Akmenės r. sav.",2001,30221,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",24409,80.7683,4815,15.9326,,,,843.7755,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:33","33","Alytaus r. sav.",2001,32572,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",31432,96.5001,754,2.3149,,,,1403.4046,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:34","34","Anykščių r. sav.",2001,35066,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",31258,89.1405,2788,7.9507,,,,1764.1166,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:36","36","Biržų r. sav.",2001,35417,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",29822,84.2025,4787,13.5161,,,,1475.7923,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:38","38","Varėnos r. sav.",2001,31137,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",29089,93.4226,1148,3.6869,,,,2215.8427,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:39","39","Vilkaviškio r. sav.",2001,50242,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",44685,88.9395,4116,8.1923,,,,1262.0126,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:41","41","Vilniaus r. sav.",2001,88586,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",83396,94.1413,3537,3.9927,,,,2129.0066,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:42","42","Elektrėnų sav.",2001,28923,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",25678,88.7806,2274,7.8623,,,,508.6721,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:43","43","Zarasų r. sav.",2001,22826,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",19689,86.2569,2213,9.6951,,,,1331.3223,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:45","45","Ignalinos r. sav.",2001,23018,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",21268,92.3973,1267,5.5044,,,,1440.8407,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:46","46","Jonavos r. sav.",2001,52289,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",43179,82.5776,6617,12.6547,,,,943.5136,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:47","47","Joniškio r. sav.",2001,31922,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",23286,72.9466,8044,25.1989,,,,1151.6191,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:48","48","Kalvarijos sav.",2001,13883,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",13036,93.899,627,4.5163,,,,440.2577,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:49","49","Kaišiadorių r. sav.",2001,37649,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",33860,89.936,2591,6.882,,,,1086.6525,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:52","52","Kauno r. sav.",2001,81615,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",73570,90.1427,5417,6.6373,,,,1495.6946,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:53","53","Kėdainių r. sav.",2001,65727,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",54726,83.2626,5899,8.975,,,,1676.6146,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:54","54","Kelmės r. sav.",2001,40844,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",38135,93.3674,1965,4.811,,,,1704.634,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:55","55","Klaipėdos r. sav.",2001,46220,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",42054,90.9866,3066,6.6335,,,,1323.3606,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:56","56","Kretingos r. sav.",2001,45688,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",41756,91.3938,2403,5.2596,,,,989.3013,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:57","57","Kupiškio r. sav.",2001,24628,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",21168,85.951,3032,12.3112,,,,1080.0732,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:58","58","Kazlų Rūdos sav.",2001,14937,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",13512,90.4599,1176,7.8731,,,,554.5183,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:59","59","Lazdijų r. sav.",2001,27129,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",25819,95.1712,597,2.2006,,,,1306.0945,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:61","61","Mažeikių r. sav.",2001,67296,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",56370,83.7643,7175,10.6619,,,,1219.5743,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:62","62","Molėtų r. sav.",2001,25387,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",24087,94.8793,1086,4.2778,,,,1366.8459,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:63","63","Pagėgių sav.",2001,12208,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",10943,89.6379,1088,8.9122,,,,535.4242,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:65","65","Pakruojo r. sav.",2001,29458,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",24513,83.2134,4533,15.388,,,,1315.2044,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:66","66","Panevėžio r. sav.",2001,42855,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",38372,89.5391,3547,8.2767,,,,2177.1127,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:67","67","Pasvalio r. sav.",2001,34920,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",30830,88.2875,3620,10.3666,,,,1288.867,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:68","68","Plungės r. sav.",2001,44170,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",40123,90.8377,2689,6.0878,,,,1105.4871,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:69","69","Prienų r. sav.",2001,35713,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",33848,94.7778,1475,4.1301,,,,1032.5321,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:71","71","Radviliškio r. sav.",2001,52148,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",44360,85.0656,6282,12.0465,,,,1634.0549,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:72","72","Raseinių r. sav.",2001,44154,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",40801,92.4061,2418,5.4763,,,,1572.8889,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:73","73","Rokiškio r. sav.",2001,42421,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",36226,85.3964,5086,11.9893,,,,1806.312,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:74","74","Rietavo sav.",2001,10697,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",9947,92.9887,464,4.3377,,,,585.6195,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:75","75","Skuodo r. sav.",2001,25595,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",23979,93.6863,1376,5.3761,,,,910.9508,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:77","77","Tauragės r. sav.",2001,52711,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",49071,93.0944,2063,3.9138,,,,1178.6635,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:78","78","Telšių r. sav.",2001,57722,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",51635,89.4546,3947,6.8379,,,,1438.5904,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:79","79","Trakų r. sav.",2001,37376,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",34444,92.1554,1569,4.1979,,,,1207.3582,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:81","81","Ukmergės r. sav.",2001,48651,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",43120,88.6313,4036,8.2958,,,,1394.7867,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:82","82","Utenos r. sav.",2001,50111,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",45444,90.6867,3060,6.1064,,,,1230.1623,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:84","84","Šakių r. sav.",2001,38749,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",35040,90.4281,2518,6.4982,,,,1453.5413,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
"LT","lt-municipality-2025-registers-centre","municipality","lt-municipality-2025-registers-centre:85","85","Šalčininkų r. sav.",2001,39282,"Full-enumeration population census municipality total; Nenurodyta remains in the denominator.",37737,96.0669,646,1.6445,,,,1492.6182,,,"osp-s3r778-gbs010306-1-religion-municipality-2001-2021|lt-registers-centre-address-register-municipalities-2025","census_affiliation;full_enumeration_population_census;source_categories_as_published;not_indicated_in_denominator;exact_municipality_national_headline_reconciliation;current_2025_boundary_frame;no_cross_instrument_change_metric"
