"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:aua-vaimauga-2","aua-vaimauga-2","Vaimauga 2",2021,5721,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",5717,99.9301,4,0.0699,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Apia Urban Area;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=3005;METHODIST=277;ROMAN CATHOLIC=443;LATTER  DAY SAINTS=650;ASSEMBLY OF GOD=404;SEVENTH DAYS ADVENTIST=113;ASO FITU  (SISDAC)=37;JEHOVAHS WITNESS=89;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=29;BAHAI=24;VOICE OF CHRIST=53;WORSHIP CENTRE=238;NAZARENE=13;BIBLE STUDY=1;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=76;PABTISM=23;PEACE CHAPEL=56;SAMOA EVANGELISM=9;POROTESANO=13;ANGLICAN CHURCH=8;ELIM CHURCH=15;CHRISTIAN FELLOWSHIP=47;MUSLIM=1;OTHER CHURCHES=93;NO RELIGION=4]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:nwu-sagaga-4","nwu-sagaga-4","Sagaga 4",2021,6109,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",6102,99.8854,7,0.1146,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=North West Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=1822;METHODIST=829;ROMAN CATHOLIC=1299;LATTER  DAY SAINTS=1080;ASSEMBLY OF GOD=310;SEVENTH DAYS ADVENTIST=264;ASO FITU  (SISDAC)=17;JEHOVAHS WITNESS=42;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=10;AMAZING LOVE CHRISTIAN CHURCH=14;BAHAI=0;VOICE OF CHRIST=1;WORSHIP CENTRE=279;NAZARENE=0;BIBLE STUDY=10;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=21;PABTISM=0;PEACE CHAPEL=0;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=20;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=12;MUSLIM=0;OTHER CHURCHES=72;NO RELIGION=7]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:nwu-aana-alofi-1","nwu-aana-alofi-1","Aana Alofi 1",2021,4431,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",4431,100,0,0,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=North West Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=511;METHODIST=454;ROMAN CATHOLIC=219;LATTER  DAY SAINTS=946;ASSEMBLY OF GOD=1039;SEVENTH DAYS ADVENTIST=368;ASO FITU  (SISDAC)=59;JEHOVAHS WITNESS=271;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=1;AMAZING LOVE CHRISTIAN CHURCH=28;BAHAI=83;VOICE OF CHRIST=112;WORSHIP CENTRE=267;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=10;PABTISM=1;PEACE CHAPEL=6;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=20;MUSLIM=0;OTHER CHURCHES=36;NO RELIGION=0]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:nwu-aana-alofi-2","nwu-aana-alofi-2","Aana Alofi 2",2021,2385,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",2385,100,0,0,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=North West Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=596;METHODIST=145;ROMAN CATHOLIC=267;LATTER  DAY SAINTS=526;ASSEMBLY OF GOD=604;SEVENTH DAYS ADVENTIST=76;ASO FITU  (SISDAC)=10;JEHOVAHS WITNESS=20;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=0;BAHAI=44;VOICE OF CHRIST=5;WORSHIP CENTRE=55;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=11;PABTISM=1;PEACE CHAPEL=2;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=5;MUSLIM=1;OTHER CHURCHES=17;NO RELIGION=0]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:nwu-aana-alofi-3","nwu-aana-alofi-3","Aana alofi 3",2021,3508,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",3506,99.943,2,0.057,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=North West Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=917;METHODIST=248;ROMAN CATHOLIC=1014;LATTER  DAY SAINTS=710;ASSEMBLY OF GOD=302;SEVENTH DAYS ADVENTIST=47;ASO FITU  (SISDAC)=1;JEHOVAHS WITNESS=17;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=0;BAHAI=5;VOICE OF CHRIST=23;WORSHIP CENTRE=68;NAZARENE=8;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=82;PABTISM=2;PEACE CHAPEL=0;SAMOA EVANGELISM=5;POROTESANO=4;ANGLICAN CHURCH=1;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=1;MUSLIM=0;OTHER CHURCHES=51;NO RELIGION=2]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:nwu-aana-alofi-4","nwu-aana-alofi-4","Aana Alofi 4",2021,5615,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",5615,100,0,0,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=North West Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=1401;METHODIST=732;ROMAN CATHOLIC=383;LATTER  DAY SAINTS=970;ASSEMBLY OF GOD=768;SEVENTH DAYS ADVENTIST=583;ASO FITU  (SISDAC)=62;JEHOVAHS WITNESS=11;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=2;AMAZING LOVE CHRISTIAN CHURCH=7;BAHAI=56;VOICE OF CHRIST=34;WORSHIP CENTRE=221;NAZARENE=124;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=44;PABTISM=1;PEACE CHAPEL=8;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=58;MUSLIM=0;OTHER CHURCHES=150;NO RELIGION=0]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-aiga-i-le-tai","rou-aiga-i-le-tai","Aiga i le Tai",2021,5880,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",5880,100,0,0,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=1944;METHODIST=983;ROMAN CATHOLIC=991;LATTER  DAY SAINTS=1139;ASSEMBLY OF GOD=321;SEVENTH DAYS ADVENTIST=73;ASO FITU  (SISDAC)=8;JEHOVAHS WITNESS=14;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=9;BAHAI=23;VOICE OF CHRIST=205;WORSHIP CENTRE=4;NAZARENE=50;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=9;PABTISM=6;PEACE CHAPEL=0;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=0;MUSLIM=0;OTHER CHURCHES=101;NO RELIGION=0]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-falelatai-samatau","rou-falelatai-samatau","Falelatai & Samatau",2021,3256,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",3256,100,0,0,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=1100;METHODIST=55;ROMAN CATHOLIC=708;LATTER  DAY SAINTS=281;ASSEMBLY OF GOD=453;SEVENTH DAYS ADVENTIST=149;ASO FITU  (SISDAC)=99;JEHOVAHS WITNESS=0;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=18;AMAZING LOVE CHRISTIAN CHURCH=357;BAHAI=4;VOICE OF CHRIST=0;WORSHIP CENTRE=5;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=1;PABTISM=0;PEACE CHAPEL=0;SAMOA EVANGELISM=0;POROTESANO=8;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=0;MUSLIM=0;OTHER CHURCHES=18;NO RELIGION=0]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-lefaga-faleaseela","rou-lefaga-faleaseela","Lefaga & Faleaseela",2021,4488,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",4486,99.9554,2,0.0446,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=1600;METHODIST=197;ROMAN CATHOLIC=747;LATTER  DAY SAINTS=830;ASSEMBLY OF GOD=578;SEVENTH DAYS ADVENTIST=78;ASO FITU  (SISDAC)=5;JEHOVAHS WITNESS=41;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=27;AMAZING LOVE CHRISTIAN CHURCH=2;BAHAI=32;VOICE OF CHRIST=73;WORSHIP CENTRE=71;NAZARENE=108;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=40;PABTISM=1;PEACE CHAPEL=3;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=1;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=2;MUSLIM=1;OTHER CHURCHES=49;NO RELIGION=2]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-safata-1","rou-safata-1","Safata 1",2021,4109,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",4109,100,0,0,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=1699;METHODIST=884;ROMAN CATHOLIC=72;LATTER  DAY SAINTS=804;ASSEMBLY OF GOD=535;SEVENTH DAYS ADVENTIST=45;ASO FITU  (SISDAC)=1;JEHOVAHS WITNESS=23;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=15;BAHAI=12;VOICE OF CHRIST=0;WORSHIP CENTRE=0;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=7;PABTISM=0;PEACE CHAPEL=0;SAMOA EVANGELISM=0;POROTESANO=1;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=0;MUSLIM=0;OTHER CHURCHES=11;NO RELIGION=0]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-safata-2","rou-safata-2","Safata 2",2021,3211,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",3211,100,0,0,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=752;METHODIST=532;ROMAN CATHOLIC=794;LATTER  DAY SAINTS=620;ASSEMBLY OF GOD=235;SEVENTH DAYS ADVENTIST=144;ASO FITU  (SISDAC)=63;JEHOVAHS WITNESS=10;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=0;BAHAI=9;VOICE OF CHRIST=0;WORSHIP CENTRE=40;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=1;PABTISM=0;PEACE CHAPEL=0;SAMOA EVANGELISM=10;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=0;MUSLIM=0;OTHER CHURCHES=1;NO RELIGION=0]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-siumu","rou-siumu","Siumu",2021,2551,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",2547,99.8432,4,0.1568,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=367;METHODIST=203;ROMAN CATHOLIC=292;LATTER  DAY SAINTS=839;ASSEMBLY OF GOD=179;SEVENTH DAYS ADVENTIST=138;ASO FITU  (SISDAC)=40;JEHOVAHS WITNESS=16;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=0;BAHAI=67;VOICE OF CHRIST=93;WORSHIP CENTRE=43;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=149;PABTISM=7;PEACE CHAPEL=0;SAMOA EVANGELISM=22;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=0;MUSLIM=0;OTHER CHURCHES=92;NO RELIGION=4]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-falealili-1","rou-falealili-1","Falealili 1",2021,3575,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",3574,99.972,1,0.028,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=1537;METHODIST=216;ROMAN CATHOLIC=250;LATTER  DAY SAINTS=977;ASSEMBLY OF GOD=260;SEVENTH DAYS ADVENTIST=195;ASO FITU  (SISDAC)=27;JEHOVAHS WITNESS=46;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=0;BAHAI=10;VOICE OF CHRIST=9;WORSHIP CENTRE=8;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=0;PABTISM=27;PEACE CHAPEL=0;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=0;MUSLIM=0;OTHER CHURCHES=12;NO RELIGION=1]"
"WS","ws-constituency-2021-boundary-pending","constituency","ws-constituency-2021-boundary-pending:rou-falealili-2","rou-falealili-2","Falealili 2",2021,1383,"SBS 2021 Census Table 2 total resident population for the constituency-district (the row's TOTAL column). The 2021 census enumerates the whole resident population of Samoa and partitions it at four nested levels: the nation, four statistical regions (Apia Urban Area, North West Upolu, Rest of Upolu, Savaii), 51 constituency-districts (the 2021 Faipule/electoral districts), and 339 villages. This product ships the 51 constituency-districts as the primary level, the finest level a future licensed boundary layer or published concordance will plausibly match. The four statistical regions ride this manifest as recorded roll-up context, and the 339-village detail is preserved in the git-ignored raw cache and documented as the deeper route; neither ships as product rows. Every level reconciles exactly on the cached workbook, with no value allocated, inferred, rounded, or tuned.",1382,99.9277,1,0.0723,,,,,,,"sbs-census-2021-table2-religion-constituency","census_religion_2021_verbatim_frame;26_category_partition;real_no_religion_category;ordinary_two_slot_semantics;religious_affiliation_percent=any_of_25_affiliation_categories;no_religion_percent=no_religion_share;exact_complements;exact_printed_counts;no_small_cell_suppression;primary_level=constituency;region=Rest of Upolu;categories_verbatim[CONGREGATIONAL CHRISTIAN CHURCH OF SAMOA=521;METHODIST=243;ROMAN CATHOLIC=2;LATTER  DAY SAINTS=308;ASSEMBLY OF GOD=202;SEVENTH DAYS ADVENTIST=24;ASO FITU  (SISDAC)=0;JEHOVAHS WITNESS=15;CONGREGATIONAL CHRISTIAN CHURCH OF JESUS IN SAMOA  (EFIS)=0;AMAZING LOVE CHRISTIAN CHURCH=1;BAHAI=0;VOICE OF CHRIST=5;WORSHIP CENTRE=21;NAZARENE=0;BIBLE STUDY=0;FIRST FULL GOSPEL PENTECOSTAL CHURCH IN SAMOA=0;PABTISM=0;PEACE CHAPEL=0;SAMOA EVANGELISM=0;POROTESANO=0;ANGLICAN CHURCH=0;ELIM CHURCH=0;CHRISTIAN FELLOWSHIP=0;MUSLIM=0;OTHER CHURCHES=40;NO RELIGION=1]"
