"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:SO","SO","Solothurn",1970,224133,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",221559,98.85,2118,0.94,,,,790.4562,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:BS","BS","Basel-Stadt",1970,234945,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",225084,95.8,7435,3.16,,,,36.9538,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:BL","BL","Basel-Landschaft",1970,219154,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",215458,98.31,3383,1.54,,,,517.6688,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:SH","SH","Schaffhausen",1970,72854,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",71341,97.92,1169,1.6,,,,298.4184,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:AR","AR","Appenzell Ausserrhoden",1970,49023,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",48635,99.21,291,0.59,,,,242.8365,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:AI","AI","Appenzell Innerrhoden",1970,13124,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",13108,99.88,13,0.1,,,,172.476,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:SG","SG","St. Gallen",1970,384475,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",381989,99.35,1913,0.5,,,,2028.1997,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:GR","GR","Graubünden",1970,162086,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",160941,99.29,610,0.38,,,,7105.2963,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:AG","AG","Aargau",1970,433284,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",429376,99.1,3437,0.79,,,,1403.798,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:TG","TG","Thurgau",1970,182835,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",181844,99.46,814,0.45,,,,994.3293,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:TI","TI","Ticino",1970,245458,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",241183,98.26,3091,1.26,,,,2812.1543,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:VD","VD","Vaud",1970,511851,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",503199,98.31,5674,1.11,,,,3212.0221,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:VS","VS","Valais",1970,206563,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",205705,99.58,416,0.2,,,,5224.6356,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:NE","NE","Neuchâtel",1970,169173,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",164835,97.44,3346,1.98,,,,802.1643,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:GE","GE","Genève",1970,331599,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",313635,94.58,11370,3.43,,,,282.4872,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:JU","JU","Jura",1970,67325,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",67004,99.52,167,0.25,,,,858.1254,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator;source_reports_jura_on_current_frame_before_1979_canton_creation"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:ZH","ZH","Zürich",1980,1122839,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",1058509,94.27,48272,4.3,,,,1728.9417,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:BE","BE","Bern",1980,898397,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",868960,96.72,19143,2.13,,,,5938.8925,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:LU","LU","Luzern",1980,296159,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",288594,97.45,4979,1.68,,,,1493.5172,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:UR","UR","Uri",1980,33883,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",33460,98.75,166,0.49,,,,1076.5348,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:SZ","SZ","Schwyz",1980,97354,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",95917,98.52,859,0.88,,,,907.8823,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:OW","OW","Obwalden",1980,25865,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",25544,98.76,165,0.64,,,,490.5833,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:NW","NW","Nidwalden",1980,28617,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",28160,98.4,295,1.03,,,,275.8451,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:GL","GL","Glarus",1980,36718,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",36287,98.83,299,0.81,,,,685.3143,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:ZG","ZG","Zug",1980,75930,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",73552,96.87,1768,2.33,,,,238.7326,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:FR","FR","Fribourg",1980,185246,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",181450,97.95,2473,1.33,,,,1672.4281,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:SO","SO","Solothurn",1980,218102,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",209157,95.9,7538,3.46,,,,790.4562,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:BS","BS","Basel-Stadt",1980,203915,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",171655,84.18,28377,13.92,,,,36.9538,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:BL","BL","Basel-Landschaft",1980,233447,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",220488,94.45,11901,5.1,,,,517.6688,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:SH","SH","Schaffhausen",1980,69413,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",64209,92.5,4403,6.34,,,,298.4184,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:AR","AR","Appenzell Ausserrhoden",1980,47611,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",46189,97.01,1120,2.35,,,,242.8365,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:AI","AI","Appenzell Innerrhoden",1980,12844,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",12738,99.17,52,0.4,,,,172.476,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:SG","SG","St. Gallen",1980,391995,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",383674,97.88,5867,1.5,,,,2028.1997,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:GR","GR","Graubünden",1980,164641,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",160988,97.78,2033,1.23,,,,7105.2963,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:AG","AG","Aargau",1980,453442,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",436257,96.21,14230,3.14,,,,1403.798,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:TG","TG","Thurgau",1980,183795,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",179512,97.67,2925,1.59,,,,994.3293,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:TI","TI","Ticino",1980,265899,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",255977,96.27,7229,2.72,,,,2812.1543,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:VD","VD","Vaud",1980,528747,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",498313,94.24,23131,4.37,,,,3212.0221,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:VS","VS","Valais",1980,218707,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",215016,98.31,1839,0.84,,,,5224.6356,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
"CH","ch-canton-2026-swissboundaries3d","canton","ch-canton-2026-swissboundaries3d:NE","NE","Neuchâtel",1980,158368,"FSO federal population census religion indicator at economic residence; the denominator is Religion - Total, no-religion is Keine Zugehörigkeit, and Ohne Angabe remains in the denominator but outside religious_affiliation_count.",144766,91.41,11775,7.44,,,,802.1643,,,"bfs-px-x-4001000000-122-census-religion-canton-1970-2000|swisstopo-swissboundaries3d-cantons-2026-01","federal_census_full_count;economic_residence;current_26_canton_source_frame;ohne_angabe_excluded_from_religious_affiliation_numerator"
