"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:50","50","Hebron",1997,389574,"PCBS 1997 Palestinian population actually enumerated; Table 22 excludes those parts of Jerusalem Governorate that PCBS says were annexed by Israel following the 1967 occupation. Total includes Islam, Christian, Others, and Not Stated.",389574,100,,,,,,1000.0589,,,"pcbs-phc-1997-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=389548;christian=26;other=0;not_stated=0;source_area_name=Hebron;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:55","55","North Gaza",1997,179577,"PCBS 1997 Palestinian population actually enumerated; Table 22 excludes those parts of Jerusalem Governorate that PCBS says were annexed by Israel following the 1967 occupation. Total includes Islam, Christian, Others, and Not Stated.",179577,100,,,,,,60.9002,,,"pcbs-phc-1997-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=179562;christian=15;other=0;not_stated=0;source_area_name=North Gaza;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:60","60","Gaza",1997,359419,"PCBS 1997 Palestinian population actually enumerated; Table 22 excludes those parts of Jerusalem Governorate that PCBS says were annexed by Israel following the 1967 occupation. Total includes Islam, Christian, Others, and Not Stated.",359419,100,,,,,,74.5767,,,"pcbs-phc-1997-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=357795;christian=1623;other=1;not_stated=0;source_area_name=Gaza;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:65","65","Dier Al-Balah",1997,144775,"PCBS 1997 Palestinian population actually enumerated; Table 22 excludes those parts of Jerusalem Governorate that PCBS says were annexed by Israel following the 1967 occupation. Total includes Islam, Christian, Others, and Not Stated.",144775,100,,,,,,56.7026,,,"pcbs-phc-1997-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=144769;christian=6;other=0;not_stated=0;source_area_name=Deir Al-Balah;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:70","70","Khan Yunis",1997,196485,"PCBS 1997 Palestinian population actually enumerated; Table 22 excludes those parts of Jerusalem Governorate that PCBS says were annexed by Israel following the 1967 occupation. Total includes Islam, Christian, Others, and Not Stated.",196485,100,,,,,,109.5935,,,"pcbs-phc-1997-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=196448;christian=37;other=0;not_stated=0;source_area_name=Khan Yunis;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:75","75","Rafah",1997,120261,"PCBS 1997 Palestinian population actually enumerated; Table 22 excludes those parts of Jerusalem Governorate that PCBS says were annexed by Israel following the 1967 occupation. Total includes Islam, Christian, Others, and Not Stated.",120261,100,,,,,,63.1415,,,"pcbs-phc-1997-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=120254;christian=7;other=0;not_stated=0;source_area_name=Rafah;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:01","01","Jenin",2007,251740,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",248866,98.8583,,,,,,583.004,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=246384;christian=2423;other=59;not_stated=2874;source_area_name=Jenin;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:05","05","Tubas and the Northern Valleys",2007,48143,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",47411,98.4795,,,,,,408.7324,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=47353;christian=54;other=4;not_stated=732;source_area_name=Tubas and the Northern Valleys;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:10","10","Tulkarm",2007,156745,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",155365,99.1196,,,,,,246.4823,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=155301;christian=28;other=36;not_stated=1380;source_area_name=Tulkarm;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:15","15","Nablus",2007,315773,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",314966,99.7444,,,,,,598.4707,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=313937;christian=665;other=364;not_stated=807;source_area_name=Nablus;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:20","20","Qalqiliya",2007,88545,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",87843,99.2072,,,,,,165.3346,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=87822;christian=7;other=14;not_stated=702;source_area_name=Qalqiliya;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:25","25","Salfit",2007,58773,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",58697,99.8707,,,,,,204.4265,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=58677;christian=6;other=14;not_stated=76;source_area_name=Salfit;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:30","30","Ramallah & Al-Bireh",2007,262563,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",256286,97.6093,,,,,,837.928,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=245388;christian=10817;other=81;not_stated=6277;source_area_name=Ramallah & Al-Bireh;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:35","35","Jericho & Al-Aghwar",2007,40305,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",39288,97.4767,,,,,,592.8673,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=38993;christian=291;other=4;not_stated=1017;source_area_name=Jericho & Al-Aghwar;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:40","40","Jerusalem",2007,349978,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",321287,91.8021,,,,,,349.1644,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=315790;christian=5271;other=226;not_stated=28691;source_area_name=Jerusalem;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:45","45","Bethlehem",2007,169402,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",166246,98.137,,,,,,655.4072,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=144653;christian=21560;other=33;not_stated=3156;source_area_name=Bethlehem;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:50","50","Hebron",2007,538002,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",533340,99.1335,,,,,,1000.0589,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=533197;christian=66;other=77;not_stated=4662;source_area_name=Hebron;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:55","55","North Gaza",2007,265085,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",265085,100,,,,,,60.9002,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=265070;christian=3;other=12;not_stated=0;source_area_name=North Gaza;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:60","60","Gaza",2007,481669,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",481667,99.9996,,,,,,74.5767,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=480292;christian=1353;other=22;not_stated=2;source_area_name=Gaza;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:65","65","Dier Al-Balah",2007,199945,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",199945,100,,,,,,56.7026,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=199921;christian=8;other=16;not_stated=0;source_area_name=Dier Al-Balah;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:70","70","Khan Yunis",2007,265566,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",265564,99.9992,,,,,,109.5935,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=265537;christian=11;other=16;not_stated=2;source_area_name=Khan Yunis;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:75","75","Rafah",2007,168152,"PCBS 2007 Palestinian population in the census religion tables. PCBS used a reduced household questionnaire in Jerusalem J1 that retained religion. Total includes Islam, Christian, Others, and Not Stated.",168144,99.9952,,,,,,63.1415,,,"pcbs-phc-2007-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=168142;christian=2;other=0;not_stated=8;source_area_name=Rafah;source_categories_verbatim=Total|Islam|Christian|Others|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:01","01","Jenin",2017,308073,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",307927,99.9526,,,,,,583.004,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=305207;christian=2699;other=21;not_stated=146;source_area_name=Jenin;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:05","05","Tubas and the Northern Valleys",2017,60132,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",60132,100,,,,,,408.7324,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=60070;christian=54;other=8;not_stated=0;source_area_name=Tubas and the Northern Valleys;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:10","10","Tulkarm",2017,183001,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",182955,99.9749,,,,,,246.4823,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=182924;christian=21;other=10;not_stated=46;source_area_name=Tulkarm;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:15","15","Nablus",2017,386552,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",386289,99.932,,,,,,598.4707,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=385327;christian=601;other=361;not_stated=263;source_area_name=Nablus;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
