"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:rakahanga","rakahanga","Rakahanga",2011,77,"Resident population, all ages, from the 2011 Cook Islands Census Report Table 2.4 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",75,97.4026,2,2.5974,,,,3.9019,,,"ciso-census-2011-table2-4-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2011_source_table_2_4;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterdaysSaints+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=No_Religion_column_only;objected_or_not_stated_column_retained_in_denominator_outside_both_numerators;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:penrhyn","penrhyn","Penrhyn",2011,213,"Resident population, all ages, from the 2011 Cook Islands Census Report Table 2.4 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",211,99.061,1,0.4695,,,,8.2068,,,"ciso-census-2011-table2-4-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2011_source_table_2_4;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterdaysSaints+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=No_Religion_column_only;objected_or_not_stated_column_retained_in_denominator_outside_both_numerators;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:rarotonga","rarotonga","Rarotonga",2016,10649,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",9626,90.3935,1023,9.6065,,,,67.5963,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:aitutaki","aitutaki","Aitutaki",2016,1712,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",1664,97.1963,48,2.8037,,,,17.2786,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:mangaia","mangaia","Mangaia",2016,493,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",488,98.9858,5,1.0142,,,,48.1008,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:atiu","atiu","Atiu",2016,423,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",414,97.8723,9,2.1277,,,,28.2152,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:mauke","mauke","Mauke",2016,289,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",283,97.9239,6,2.0761,,,,18.8707,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:mitiaro","mitiaro","Mitiaro",2016,155,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",154,99.3548,1,0.6452,,,,22.6693,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:palmerston","palmerston","Palmerston",2016,57,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",55,96.4912,2,3.5088,,,,2.9007,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:pukapuka","pukapuka","Pukapuka",2016,425,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",424,99.7647,1,0.2353,,,,4.3747,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:nassau","nassau","Nassau",2016,78,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",78,100,0,0,,,,1.2461,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:manihiki","manihiki","Manihiki",2016,212,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",211,99.5283,1,0.4717,,,,5.2489,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
"CK","ck-island-2021-composite-geoboundaries-adm0-osm","island","ck-island-2021-composite-geoboundaries-adm0-osm:rakahanga","rakahanga","Rakahanga",2016,83,"Resident population, all ages, from the 2016 Cook Islands Census Report Table 2.04 (Resident Population by Religious Affiliation and Usual Residence, Both Sex); the printed island Total is the population denominator. Religious affiliation is the sum of the named religion categories; no religion is the published no-religion line for the wave. The religion question was not compulsory; a not-stated residual, where the wave prints it separately (2011: Objected/Not Stated), stays in the denominator and outside both numerators.",83,100,0,0,,,,3.9019,,,"ciso-census-2016-table2-04-religion-by-island|geoboundaries-cok-adm0-2021|osm-cook-islands-northern-atolls-coastline","wave_2016_source_table_2_04;named_affiliation=CookIslandsChristianChurch+RomanCatholic+SeventhDayAdventist+ChurchofLatterDaysSaint+AssembliesofGod+ApostolicChurch+OtherReligion;no_religion=combined_No_Religion_Not_Stated_line_includes_not_stated;jehovahs_witness_folded_into_other_religion_in_island_table;census_affiliation;resident_population_all_ages_universe;religion_question_not_compulsory;denominator_is_island_total_population;composite_boundary_geoboundaries_cc_by_4_0_and_osm_odbl_1_0;licence_ciso_standards_clause_reproduce_with_acknowledgement"
