"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag","anglican_percent","baptist_spiritual_percent","evangelical_percent","jehovahs_witness_percent","methodist_percent","pentecostal_percent","presbyterian_congregational_percent","catholic_percent","salvation_army_percent","seventh_day_adventist_percent","other_christian_percent","composition"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_08","VCT_08","Sandy Bay",2001,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",32.8,17.8,0.9,0,0.1,13.4,0,6.7,0,4.8,2.3,"[{""label_verbatim"":""Anglican"",""percent"":32.8},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":17.8},{""label_verbatim"":""Evangelical"",""percent"":0.9},{""label_verbatim"":""Jehovah's Witness"",""percent"":0},{""label_verbatim"":""Methodist"",""percent"":0.1},{""label_verbatim"":""Pentecostal"",""percent"":13.4},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0},{""label_verbatim"":""Roman Catholic"",""percent"":6.7},{""label_verbatim"":""Salvation Army"",""percent"":0},{""label_verbatim"":""Seventh Day Adventist"",""percent"":4.8},{""label_verbatim"":""Other Christian Denomination"",""percent"":2.3}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_08","VCT_08","Sandy Bay",2012,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",23.4,10,0.5,0.3,0.3,33.7,0.2,5.3,0,5.7,0,"[{""label_verbatim"":""Anglican"",""percent"":23.4},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":10},{""label_verbatim"":""Evangelical"",""percent"":0.5},{""label_verbatim"":""Jehovah's Witness"",""percent"":0.3},{""label_verbatim"":""Methodist"",""percent"":0.3},{""label_verbatim"":""Pentecostal"",""percent"":33.7},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0.2},{""label_verbatim"":""Roman Catholic"",""percent"":5.3},{""label_verbatim"":""Salvation Army"",""percent"":0},{""label_verbatim"":""Seventh Day Adventist"",""percent"":5.7},{""label_verbatim"":""Other Christian Denomination"",""percent"":0}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_09","VCT_09","Layou",2001,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",11.7,5.9,2.1,0.4,11.5,19.7,0,4.5,0.1,15.3,4.4,"[{""label_verbatim"":""Anglican"",""percent"":11.7},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":5.9},{""label_verbatim"":""Evangelical"",""percent"":2.1},{""label_verbatim"":""Jehovah's Witness"",""percent"":0.4},{""label_verbatim"":""Methodist"",""percent"":11.5},{""label_verbatim"":""Pentecostal"",""percent"":19.7},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0},{""label_verbatim"":""Roman Catholic"",""percent"":4.5},{""label_verbatim"":""Salvation Army"",""percent"":0.1},{""label_verbatim"":""Seventh Day Adventist"",""percent"":15.3},{""label_verbatim"":""Other Christian Denomination"",""percent"":4.4}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_09","VCT_09","Layou",2012,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",11,6.7,2.8,0.7,10.2,27,0.3,3.6,0.1,16.7,0,"[{""label_verbatim"":""Anglican"",""percent"":11},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":6.7},{""label_verbatim"":""Evangelical"",""percent"":2.8},{""label_verbatim"":""Jehovah's Witness"",""percent"":0.7},{""label_verbatim"":""Methodist"",""percent"":10.2},{""label_verbatim"":""Pentecostal"",""percent"":27},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0.3},{""label_verbatim"":""Roman Catholic"",""percent"":3.6},{""label_verbatim"":""Salvation Army"",""percent"":0.1},{""label_verbatim"":""Seventh Day Adventist"",""percent"":16.7},{""label_verbatim"":""Other Christian Denomination"",""percent"":0}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_10","VCT_10","Barrouallie",2001,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",21.7,7.6,6.9,0.2,7.6,20.7,0,1.2,0,10.4,2.8,"[{""label_verbatim"":""Anglican"",""percent"":21.7},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":7.6},{""label_verbatim"":""Evangelical"",""percent"":6.9},{""label_verbatim"":""Jehovah's Witness"",""percent"":0.2},{""label_verbatim"":""Methodist"",""percent"":7.6},{""label_verbatim"":""Pentecostal"",""percent"":20.7},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0},{""label_verbatim"":""Roman Catholic"",""percent"":1.2},{""label_verbatim"":""Salvation Army"",""percent"":0},{""label_verbatim"":""Seventh Day Adventist"",""percent"":10.4},{""label_verbatim"":""Other Christian Denomination"",""percent"":2.8}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_10","VCT_10","Barrouallie",2012,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",16.3,8,7.7,0.1,5.3,25,0.7,1.4,0.1,11,0.1,"[{""label_verbatim"":""Anglican"",""percent"":16.3},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":8},{""label_verbatim"":""Evangelical"",""percent"":7.7},{""label_verbatim"":""Jehovah's Witness"",""percent"":0.1},{""label_verbatim"":""Methodist"",""percent"":5.3},{""label_verbatim"":""Pentecostal"",""percent"":25},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0.7},{""label_verbatim"":""Roman Catholic"",""percent"":1.4},{""label_verbatim"":""Salvation Army"",""percent"":0.1},{""label_verbatim"":""Seventh Day Adventist"",""percent"":11},{""label_verbatim"":""Other Christian Denomination"",""percent"":0.1}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_11","VCT_11","Chateaubelair",2001,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",18.4,12.2,4.6,0.6,17.6,15.5,0.1,4.5,0,2.5,2.8,"[{""label_verbatim"":""Anglican"",""percent"":18.4},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":12.2},{""label_verbatim"":""Evangelical"",""percent"":4.6},{""label_verbatim"":""Jehovah's Witness"",""percent"":0.6},{""label_verbatim"":""Methodist"",""percent"":17.6},{""label_verbatim"":""Pentecostal"",""percent"":15.5},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0.1},{""label_verbatim"":""Roman Catholic"",""percent"":4.5},{""label_verbatim"":""Salvation Army"",""percent"":0},{""label_verbatim"":""Seventh Day Adventist"",""percent"":2.5},{""label_verbatim"":""Other Christian Denomination"",""percent"":2.8}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_11","VCT_11","Chateaubelair",2012,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",13.7,23.6,5.6,0.7,15.5,23,0.2,3.8,0,2.2,0,"[{""label_verbatim"":""Anglican"",""percent"":13.7},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":23.6},{""label_verbatim"":""Evangelical"",""percent"":5.6},{""label_verbatim"":""Jehovah's Witness"",""percent"":0.7},{""label_verbatim"":""Methodist"",""percent"":15.5},{""label_verbatim"":""Pentecostal"",""percent"":23},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0.2},{""label_verbatim"":""Roman Catholic"",""percent"":3.8},{""label_verbatim"":""Salvation Army"",""percent"":0},{""label_verbatim"":""Seventh Day Adventist"",""percent"":2.2},{""label_verbatim"":""Other Christian Denomination"",""percent"":0}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_12","VCT_12","North Grenadines",2001,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",30.2,6.9,8.4,1.1,1.4,11.4,0.1,7.8,0,13.6,2.6,"[{""label_verbatim"":""Anglican"",""percent"":30.2},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":6.9},{""label_verbatim"":""Evangelical"",""percent"":8.4},{""label_verbatim"":""Jehovah's Witness"",""percent"":1.1},{""label_verbatim"":""Methodist"",""percent"":1.4},{""label_verbatim"":""Pentecostal"",""percent"":11.4},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0.1},{""label_verbatim"":""Roman Catholic"",""percent"":7.8},{""label_verbatim"":""Salvation Army"",""percent"":0},{""label_verbatim"":""Seventh Day Adventist"",""percent"":13.6},{""label_verbatim"":""Other Christian Denomination"",""percent"":2.6}]"
"VC","vc-census-division-2012-uscb-demobase-adm1","census_division","vc-census-division-2012-uscb-demobase-adm1:VCT_12","VCT_12","North Grenadines",2012,,"The census-division tables publish Christian-denomination percentages only; no division population count is carried or derived.",,,,,,,,,,,"vc-census-division-denominations-2001-2012|uscb-demobase-vct-adm1-2012","percentage_only_grain;christian_denominations_only_universe;division_remainder_unprinted",22.6,6.7,9,1.5,0.8,17.5,0.1,7,0,15.4,0.3,"[{""label_verbatim"":""Anglican"",""percent"":22.6},{""label_verbatim"":""Baptist (Spiritual)"",""percent"":6.7},{""label_verbatim"":""Evangelical"",""percent"":9},{""label_verbatim"":""Jehovah's Witness"",""percent"":1.5},{""label_verbatim"":""Methodist"",""percent"":0.8},{""label_verbatim"":""Pentecostal"",""percent"":17.5},{""label_verbatim"":""Presbyterian/Congregational"",""percent"":0.1},{""label_verbatim"":""Roman Catholic"",""percent"":7},{""label_verbatim"":""Salvation Army"",""percent"":0},{""label_verbatim"":""Seventh Day Adventist"",""percent"":15.4},{""label_verbatim"":""Other Christian Denomination"",""percent"":0.3}]"
