"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:mojkovac","mojkovac","Mojkovac",2003,10066,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",9817,97.5263,30,0.298,,,,354.7891,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:niksic","niksic","Nikšić",2003,75282,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",71886,95.489,505,0.6708,,,,2022.4628,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:plav","plav","Plav",2003,13805,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",13740,99.5292,3,0.0217,,,,482.8162,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:pljevlja","pljevlja","Pljevlja",2003,35806,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",34763,97.0871,129,0.3603,,,,1369.327,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:pluzine","pluzine","Plužine",2003,4272,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",4143,96.9803,19,0.4448,,,,877.9225,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:podgorica","podgorica","Podgorica",2003,169132,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",161898,95.7229,2589,1.5308,,,,1465.0087,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:rozaje","rozaje","Rožaje",2003,22693,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",22544,99.3434,1,0.0044,,,,458.7052,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:savnik","savnik","Šavnik",2003,2947,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",2882,97.7944,8,0.2715,,,,529.2573,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:tivat","tivat","Tivat",2003,13630,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",12473,91.5114,247,1.8122,,,,42.3936,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:ulcinj","ulcinj","Ulcinj",2003,20290,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",20064,98.8862,59,0.2908,,,,238.1832,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
"ME","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved","municipality","me-municipality-2003-2011-frame-geoboundaries-adm1-dissolved:zabljak","zabljak","Žabljak",2003,4204,"MONSTAT census population total; percentages use the total census population. This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora.",4061,96.5985,30,0.7136,,,,440.3617,,,"monstat-census-religion-municipality-2003-2023|geoboundaries-mne-adm1-dissolved-21","full_enumeration_census_affiliation;total_population_denominator;exact_within_and_national_reconciliation;This product follows the territorial coverage published by the Statistical Office of Montenegro (MONSTAT). The stable frame is the 21-municipality administrative division in force for the 2003 and 2011 censuses. The 2023 census reports 25 municipalities; the four units created after 2011 are summed back into their historical parents as complete partitions: Petnjica into Berane (created 2013), Gusinje into Plav (2014), and Tuzi (2018) and Zeta (2024) into Podgorica. In 2003 Montenegro was a constituent republic of the State Union of Serbia and Montenegro; the source reports it as Republika Crna Gora."
