"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:11","11","Nord-Hålogaland diocese",2005,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",204261,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:01","01","Oslo diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",478852,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:02","02","Borg diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",498891,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:03","03","Hamar diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",332361,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:04","04","Tunsberg diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",387255,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:05","05","Agder og Telemark diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",347291,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:06","06","Stavanger diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",338513,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:07","07","Bjørgvin diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",490818,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:08","08","Møre diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",221878,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:09","09","Nidaros diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",361458,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:10","10","Sør-Hålogaland diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",212115,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:11","11","Nord-Hålogaland diocese",2006,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",201574,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:01","01","Oslo diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",478524,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:02","02","Borg diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",501550,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:03","03","Hamar diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",331455,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:04","04","Tunsberg diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",387659,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:05","05","Agder og Telemark diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",347474,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:06","06","Stavanger diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",340208,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:07","07","Bjørgvin diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",491520,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:08","08","Møre diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",221386,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:09","09","Nidaros diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",362641,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:10","10","Sør-Hålogaland diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",210736,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:11","11","Nord-Hålogaland diocese",2007,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",200694,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:01","01","Oslo diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",478342,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:02","02","Borg diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",502789,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:03","03","Hamar diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",330682,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:04","04","Tunsberg diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",387802,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:05","05","Agder og Telemark diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",347094,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:06","06","Stavanger diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",341608,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:07","07","Bjørgvin diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",492052,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:08","08","Møre diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",220913,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:09","09","Nidaros diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",363810,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:10","10","Sør-Hålogaland diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",209760,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:11","11","Nord-Hålogaland diocese",2008,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",199971,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:01","01","Oslo diocese",2009,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",470376,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:02","02","Borg diocese",2009,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",500737,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:03","03","Hamar diocese",2009,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",327752,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
"NO","no-diocese-2025-geonorge-soknegrenser","diocese","no-diocese-2025-geonorge-soknegrenser:04","04","Tunsberg diocese",2009,,"SSB table 06929 publishes Church of Norway member counts by diocese but does not publish a diocese population denominator. This product imports no denominator from table 12025 or another source.",384808,,,,,,,,,,"ssb-06929-church-of-norway-members-diocese-2005-2025|kartverket-geonorge-soknegrenser-diocese-2025","administrative_membership_register;church_of_norway_membership_not_census_affiliation_or_attendance;ssb_06929_count;percentage_not_published;unknown_diocese_unallocated;national_reconciliation_exact_with_unknown;geonorge_diocese_2025"
