"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:tirane","tirane","Tiranë",2011,749365,"prefecture resident-population total from INSTAT Census 2011 (prefecture booklet table 1.1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-stated/not-relevant)",,96.67,,3.33,,,,1613.88,,,"instat-census2011-prefecture-booklets-tab1113-religion|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=17.62;census_2011_first_post_communist_religion_question"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:vlore","vlore","Vlorë",2011,175640,"prefecture resident-population total from INSTAT Census 2011 (prefecture booklet table 1.1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-stated/not-relevant)",,92.09,,7.91,,,,2739.35,,,"instat-census2011-prefecture-booklets-tab1113-religion|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=23.97;census_2011_first_post_communist_religion_question"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:berat","berat","Berat",2023,140956,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,92.15,,7.85,,,,1816.97,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=35.36;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:diber","diber","Dibër",2023,107178,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,99.16,,0.84,,,,2533.58,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=20.03;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:durres","durres","Durrës",2023,226863,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,98.07,,1.93,,,,751.25,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=15.71;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:elbasan","elbasan","Elbasan",2023,232580,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,94.7,,5.3,,,,3362.36,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=17.51;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:fier","fier","Fier",2023,240377,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,94.15,,5.85,,,,1867.25,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=14.79;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:gjirokaster","gjirokaster","Gjirokastër",2023,60013,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,91.33,,8.67,,,,2972.91,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=15.95;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:korce","korce","Korçë",2023,173091,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,95.94,,4.06,,,,3530.6,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=13.43;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:kukes","kukes","Kukës",2023,61998,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,99.57,,0.43,,,,2463.89,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=5.36;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:lezhe","lezhe","Lezhë",2023,99384,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,99.5,,0.5,,,,1540.51,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=4.52;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:shkoder","shkoder","Shkodër",2023,154479,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,99.63,,0.37,,,,3443.48,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=6.22;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:tirane","tirane","Tiranë",2023,758513,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,95.61,,4.39,,,,1613.88,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=16.74;boundaries_geoboundaries_adm1_2023_vintage"
"AL","al-prefecture-2023-geoboundaries-adm1","prefecture","al-prefecture-2023-geoboundaries-adm1:vlore","vlore","Vlorë",2023,146681,"prefecture resident-population total from INSTAT Census 2023 (Tab. 1.13); the stated-response denominator for the percentages excludes the non-response categories (prefer-not-to-answer and not-available)",,90.52,,9.48,,,,2739.35,,,"instat-census2023-tab113-religion-by-prefecture|geoboundaries-alb-adm1-2023","stated_response_denominator_excludes_nonresponse;named_religions_in_religious_affiliation;believers_without_denomination_counted_as_affiliation;no_religion_category_is_atheist;population_denominator_exact_from_census_religion_table;nonresponse_share_of_residents_percent=12.5;boundaries_geoboundaries_adm1_2023_vintage"
