"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-02","ZM-02","Central",2022,2084758,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",2073199,99.45,11559,0.55,,,,110300.47,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-08","ZM-08","Copperbelt",2022,2604727,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",2585087,99.25,19640,0.75,,,,31106.55,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-03","ZM-03","Eastern",2022,2347899,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",2300677,97.99,47222,2.01,,,,51648.83,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-04","ZM-04","Luapula",2022,1422996,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",1386695,97.45,36301,2.55,,,,49758.35,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-09","ZM-09","Lusaka",2022,2791891,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",2761803,98.92,30088,1.08,,,,23480.64,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-10","ZM-10","Muchinga",2022,854497,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",851888,99.69,2609,0.31,,,,86398.98,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-06","ZM-06","North-Western",2022,1197641,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",1160176,96.87,37465,3.13,,,,125233.42,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-05","ZM-05","Northern",2022,1469839,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",1451777,98.77,18062,1.23,,,,77575.57,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-07","ZM-07","Southern",2022,2280406,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",2265458,99.34,14948,0.66,,,,68188.42,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
"ZM","zm-province-2011-geoboundaries-adm1","province","zm-province-2011-geoboundaries-adm1:ZM-01","ZM-01","Western",2022,1285689,"table B.1 de facto province total; the religion tables report the de facto population (18,340,343 national), below the de jure 2022 census population (19,693,423); every de facto person is allocated to one of ten religion groups, so no not-stated residual is excluded",1270323,98.8,15366,1.2,,,,127392.79,,,"zamstats-2022-cph-series-b-table-b1-religion-by-province|geoboundaries-zmb-adm1-2011","full_response_denominator;no_not_stated_category_in_source;named_religions_in_religious_affiliation;b1_category_labels_reconciled_against_analytical_report_figures"
