"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id31","id31","DKI Jakarta",2010,9607787,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",8200796,85.3557,,,,,,653.8748,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=85.3557;minority_share_pct=14.2922;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=31;census_name=DKI JAKARTA;source_categories_verbatim=Islam=8200796;Kristen=724232;Katolik=303295;Hindu=20364;Budha=317527;Khong Hu Chu=5334;Lainnya=2410;Tidak Terjawab=3133;Tidak Ditanyakan=30696"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id32","id32","Jawa Barat",2010,43053732,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",41763592,97.0034,,,,,,37065.0468,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=97.0034;minority_share_pct=2.7026;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=32;census_name=JAWA BARAT;source_categories_verbatim=Islam=41763592;Kristen=779272;Katolik=250875;Hindu=19481;Budha=93551;Khong Hu Chu=14723;Lainnya=5657;Tidak Terjawab=66868;Tidak Ditanyakan=59713"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id33","id33","Jawa Tengah",2010,32382657,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",31328341,96.7442,,,,,,34438.1069,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=96.7442;minority_share_pct=2.994;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=33;census_name=JAWA TENGAH;source_categories_verbatim=Islam=31328341;Kristen=572517;Katolik=317919;Hindu=17448;Budha=53009;Khong Hu Chu=2995;Lainnya=5657;Tidak Terjawab=7;Tidak Ditanyakan=84764"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id34","id34","DI Yogyakarta",2010,3457491,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",3179129,91.949,,,,,,3172.3986,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=91.949;minority_share_pct=7.7941;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=34;census_name=DI YOGYAKARTA;source_categories_verbatim=Islam=3179129;Kristen=94268;Katolik=165749;Hindu=5257;Budha=3542;Khong Hu Chu=159;Lainnya=506;Tidak Terjawab=4557;Tidak Ditanyakan=4324"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id35","id35","Jawa Timur",2010,37476757,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",36113396,96.3621,,,,,,48047.6332,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=96.3621;minority_share_pct=2.8119;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=35;census_name=JAWA TIMUR;source_categories_verbatim=Islam=36113396;Kristen=638467;Katolik=234204;Hindu=112177;Budha=60760;Khong Hu Chu=6166;Lainnya=2042;Tidak Terjawab=45010;Tidak Ditanyakan=264535"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id36","id36","Banten",2010,10632166,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",10065783,94.6729,,,,,,9357.1176,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=94.6729;minority_share_pct=5.0707;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=36;census_name=BANTEN;source_categories_verbatim=Islam=10065783;Kristen=268890;Katolik=115865;Hindu=8189;Budha=131222;Khong Hu Chu=3232;Lainnya=11722;Tidak Terjawab=16;Tidak Ditanyakan=27247"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id51","id51","Bali",2010,3890757,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",520244,13.3713,,,,,,5587.8083,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=13.3713;minority_share_pct=86.487;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=51;census_name=BALI;source_categories_verbatim=Islam=520244;Kristen=64454;Katolik=31397;Hindu=3247283;Budha=21156;Khong Hu Chu=427;Lainnya=282;Tidak Terjawab=1;Tidak Ditanyakan=5513"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id52","id52","Nusa Tenggara Barat",2010,4500212,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",4341284,96.4684,,,,,,19669.722,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=96.4684;minority_share_pct=3.4586;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=52;census_name=NUSA TENGGARA BARAT;source_categories_verbatim=Islam=4341284;Kristen=13862;Katolik=8894;Hindu=118083;Budha=14625;Khong Hu Chu=139;Lainnya=40;Tidak Terjawab=30;Tidak Ditanyakan=3255"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id53","id53","Nusa Tenggara Timur",2010,4683827,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",423925,9.0508,,,,,,46455.5652,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=9.0508;minority_share_pct=90.7344;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=53;census_name=NUSA TENGGARA TIMUR;source_categories_verbatim=Islam=423925;Kristen=1627157;Katolik=2535937;Hindu=5210;Budha=318;Khong Hu Chu=91;Lainnya=81129;Tidak Terjawab=247;Tidak Ditanyakan=9813"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id61","id61","Kalimantan Barat",2010,4395983,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",2603318,59.2204,,,,,,147227.3452,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=59.2204;minority_share_pct=40.5305;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=61;census_name=KALIMANTAN BARAT;source_categories_verbatim=Islam=2603318;Kristen=500254;Katolik=1008368;Hindu=2708;Budha=237741;Khong Hu Chu=29737;Lainnya=2907;Tidak Terjawab=671;Tidak Ditanyakan=10279"
