"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:visoko","visoko","VISOKO",2013,39938,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",39389,98.6254,221,0.5534,,,,241.6057,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=VISOKO;boundary_source_name=Visoko;source_categories_verbatim=Islamska=38313;Pravoslavna=325;Katolička=579;Muslimanska=127;Rimokatolička=2;Srpska=0;Jehovini svjedoci=1;Grkokatolička=0;Protestantska=4;Romska=24;Hrišćanska=0;Bošnjačka=1;Hrvat=3;Adventistička=0;Bosanac=2;Agnostik=69;Ateist=152;Ostali=8;Ne izjašnjava se=297;Nepoznato=31"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:zavidovici","zavidovici","ZAVIDOVIĆI",2013,35988,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",35509,98.669,252,0.7002,,,,597.2956,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=ZAVIDOVIĆI;boundary_source_name=Zavidovići;source_categories_verbatim=Islamska=33292;Pravoslavna=591;Katolička=1154;Muslimanska=371;Rimokatolička=66;Srpska=0;Jehovini svjedoci=7;Grkokatolička=0;Protestantska=0;Romska=6;Hrišćanska=0;Bošnjačka=6;Hrvat=0;Adventistička=0;Bosanac=3;Agnostik=68;Ateist=184;Ostali=13;Ne izjašnjava se=196;Nepoznato=31"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:zenica","zenica","ZENICA",2013,110663,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",106402,96.1496,2256,2.0386,,,,571.204,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=ZENICA;boundary_source_name=Zenica;source_categories_verbatim=Islamska=94117;Pravoslavna=2575;Katolička=8079;Muslimanska=1120;Rimokatolička=224;Srpska=7;Jehovini svjedoci=44;Grkokatolička=3;Protestantska=48;Romska=26;Hrišćanska=17;Bošnjačka=10;Hrvat=5;Adventistička=2;Bosanac=6;Agnostik=645;Ateist=1611;Ostali=119;Ne izjašnjava se=1857;Nepoznato=148"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:zepce","zepce","ŽEPČE",2013,30219,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",30083,99.55,60,0.1986,,,,194.4419,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=ŽEPČE;boundary_source_name=Žepče;source_categories_verbatim=Islamska=11727;Pravoslavna=506;Katolička=17597;Muslimanska=45;Rimokatolička=198;Srpska=1;Jehovini svjedoci=0;Grkokatolička=3;Protestantska=0;Romska=0;Hrišćanska=1;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=22;Ateist=38;Ostali=5;Ne izjašnjava se=54;Nepoznato=22"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:foca_fbih","foca_fbih","FOČA - FBiH",2013,1933,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",1926,99.6379,2,0.1035,,,,160.1648,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=FOČA - FBiH;boundary_source_name=Foča-Ustikolina;source_categories_verbatim=Islamska=1765;Pravoslavna=137;Katolička=2;Muslimanska=12;Rimokatolička=0;Srpska=10;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=0;Ateist=2;Ostali=0;Ne izjašnjava se=5;Nepoznato=0"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:gorazde","gorazde","GORAŽDE",2013,20897,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",20733,99.2152,84,0.402,,,,209.8777,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=GORAŽDE;boundary_source_name=Goražde;source_categories_verbatim=Islamska=19738;Pravoslavna=718;Katolička=33;Muslimanska=205;Rimokatolička=2;Srpska=7;Jehovini svjedoci=4;Grkokatolička=0;Protestantska=14;Romska=0;Hrišćanska=0;Bošnjačka=3;Hrvat=0;Adventistička=0;Bosanac=2;Agnostik=18;Ateist=66;Ostali=7;Ne izjašnjava se=70;Nepoznato=10"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:pale_fbih","pale_fbih","PALE - FBiH",2013,904,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",903,99.8894,1,0.1106,,,,84.3827,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=PALE - FBiH;boundary_source_name=Pale-Prača;source_categories_verbatim=Islamska=869;Pravoslavna=33;Katolička=1;Muslimanska=0;Rimokatolička=0;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=0;Ateist=1;Ostali=0;Ne izjašnjava se=0;Nepoznato=0"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:bugojno","bugojno","BUGOJNO",2013,31470,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",31149,98.98,147,0.4671,,,,380.9057,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BUGOJNO;boundary_source_name=Bugojno;source_categories_verbatim=Islamska=24713;Pravoslavna=374;Katolička=5655;Muslimanska=264;Rimokatolička=103;Srpska=2;Jehovini svjedoci=3;Grkokatolička=0;Protestantska=6;Romska=2;Hrišćanska=0;Bošnjačka=2;Hrvat=6;Adventistička=0;Bosanac=2;Agnostik=49;Ateist=98;Ostali=17;Ne izjašnjava se=142;Nepoznato=32"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:busovaca","busovaca","BUSOVAČA",2013,17910,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",17800,99.3858,48,0.268,,,,153.8856,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BUSOVAČA;boundary_source_name=Busovača;source_categories_verbatim=Islamska=8648;Pravoslavna=194;Katolička=8778;Muslimanska=81;Rimokatolička=93;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=1;Adventistička=0;Bosanac=0;Agnostik=21;Ateist=27;Ostali=5;Ne izjašnjava se=45;Nepoznato=17"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:dobretici","dobretici","DOBRETIĆI",2013,1629,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",1628,99.9386,0,0,,,,70.4917,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=DOBRETIĆI;boundary_source_name=Dobretići;source_categories_verbatim=Islamska=0;Pravoslavna=1;Katolička=1605;Muslimanska=0;Rimokatolička=21;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=1;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=0;Ateist=0;Ostali=0;Ne izjašnjava se=0;Nepoznato=1"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:donji_vakuf","donji_vakuf","DONJI VAKUF",2013,13985,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",13879,99.242,35,0.2503,,,,334.2366,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=DONJI VAKUF;boundary_source_name=Donji Vakuf;source_categories_verbatim=Islamska=13374;Pravoslavna=109;Katolička=69;Muslimanska=313;Rimokatolička=0;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=4;Hrišćanska=0;Bošnjačka=8;Hrvat=2;Adventistička=0;Bosanac=0;Agnostik=8;Ateist=27;Ostali=0;Ne izjašnjava se=59;Nepoznato=12"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:fojnica","fojnica","FOJNICA",2013,12356,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",11495,93.0317,35,0.2833,,,,312.0161,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=FOJNICA;boundary_source_name=Fojnica;source_categories_verbatim=Islamska=7626;Pravoslavna=49;Katolička=3602;Muslimanska=120;Rimokatolička=71;Srpska=1;Jehovini svjedoci=1;Grkokatolička=0;Protestantska=16;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=4;Adventistička=0;Bosanac=0;Agnostik=12;Ateist=23;Ostali=5;Ne izjašnjava se=55;Nepoznato=771"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:gornji_vakuf_uskoplje","gornji_vakuf_uskoplje","GORNJI VAKUF-USKOPLJE",2013,20933,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",20832,99.5175,26,0.1242,,,,404.3557,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=GORNJI VAKUF-USKOPLJE;boundary_source_name=Gornji Vakuf-Uskoplje;source_categories_verbatim=Islamska=12108;Pravoslavna=25;Katolička=8631;Muslimanska=35;Rimokatolička=32;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=8;Ateist=18;Ostali=1;Ne izjašnjava se=32;Nepoznato=43"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:jajce","jajce","JAJCE",2013,27258,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",26921,98.7637,162,0.5943,,,,316.795,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=JAJCE;boundary_source_name=Jajce;source_categories_verbatim=Islamska=13623;Pravoslavna=506;Katolička=12401;Muslimanska=167;Rimokatolička=157;Srpska=3;Jehovini svjedoci=6;Grkokatolička=0;Protestantska=10;Romska=0;Hrišćanska=9;Bošnjačka=2;Hrvat=17;Adventistička=0;Bosanac=0;Agnostik=49;Ateist=113;Ostali=20;Ne izjašnjava se=142;Nepoznato=33"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:kiseljak","kiseljak","KISELJAK",2013,20722,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",20519,99.0204,96,0.4633,,,,160.0913,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=KISELJAK;boundary_source_name=Kiseljak;source_categories_verbatim=Islamska=8099;Pravoslavna=392;Katolička=11597;Muslimanska=101;Rimokatolička=183;Srpska=10;Jehovini svjedoci=8;Grkokatolička=0;Protestantska=1;Romska=71;Hrišćanska=11;Bošnjačka=6;Hrvat=20;Adventistička=0;Bosanac=1;Agnostik=34;Ateist=62;Ostali=19;Ne izjašnjava se=90;Nepoznato=17"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:kresevo","kresevo","KREŠEVO",2013,5273,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",5223,99.0518,9,0.1707,,,,147.0553,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=KREŠEVO;boundary_source_name=Kreševo;source_categories_verbatim=Islamska=1027;Pravoslavna=29;Katolička=4037;Muslimanska=11;Rimokatolička=97;Srpska=0;Jehovini svjedoci=11;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=3;Bošnjačka=1;Hrvat=1;Adventistička=0;Bosanac=0;Agnostik=2;Ateist=7;Ostali=6;Ne izjašnjava se=38;Nepoznato=3"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:novi_travnik","novi_travnik","NOVI TRAVNIK",2013,23832,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",23567,98.888,134,0.5623,,,,244.9789,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=NOVI TRAVNIK;boundary_source_name=Novi Travnik;source_categories_verbatim=Islamska=12108;Pravoslavna=361;Katolička=10754;Muslimanska=107;Rimokatolička=197;Srpska=2;Jehovini svjedoci=15;Grkokatolička=0;Protestantska=3;Romska=0;Hrišćanska=7;Bošnjačka=0;Hrvat=5;Adventistička=0;Bosanac=0;Agnostik=37;Ateist=97;Ostali=8;Ne izjašnjava se=106;Nepoznato=25"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:travnik","travnik","TRAVNIK",2013,53482,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",52558,98.2723,405,0.7573,,,,573.5278,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=TRAVNIK;boundary_source_name=Travnik;source_categories_verbatim=Islamska=35767;Pravoslavna=664;Katolička=14788;Muslimanska=948;Rimokatolička=275;Srpska=2;Jehovini svjedoci=26;Grkokatolička=0;Protestantska=10;Romska=3;Hrišćanska=3;Bošnjačka=32;Hrvat=8;Adventistička=0;Bosanac=3;Agnostik=142;Ateist=263;Ostali=29;Ne izjašnjava se=372;Nepoznato=147"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:vitez","vitez","VITEZ",2013,25836,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",25461,98.5485,111,0.4296,,,,155.8045,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=VITEZ;boundary_source_name=Vitez;source_categories_verbatim=Islamska=10716;Pravoslavna=315;Katolička=14170;Muslimanska=39;Rimokatolička=168;Srpska=1;Jehovini svjedoci=2;Grkokatolička=0;Protestantska=5;Romska=10;Hrišćanska=16;Bošnjačka=4;Hrvat=4;Adventistička=0;Bosanac=0;Agnostik=35;Ateist=76;Ostali=11;Ne izjašnjava se=242;Nepoznato=22"
