"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G1200010",1850,1850,"Alachua, Florida","Alachua","Florida","120","Alachua","0010",2524,1850,5,"total number of churches from NHGIS table NT50 (AEX001)",635,25.1585,19.8098,1450,,,4217.59,"wave_coverage_differs"
"G3700010",1850,1850,"Alamance, North Carolina","Alamance","North Carolina","370","Alamance","0010",11444,1850,23,"total number of churches from NHGIS table NT50 (AEX001)",6900,60.2936,20.0979,9750,,,994.24,"wave_coverage_differs"
"G3600010",1850,1850,"Albany, New York","Albany","New York","360","Albany","0010",93279,1850,107,"total number of churches from NHGIS table NT50 (AEX001)",69960,75.0008,11.471,743838,,,1381.04,"wave_coverage_differs"
"G5100030",1850,1850,"Albemarle, Virginia","Albemarle","Virginia","510","Albemarle","0030",25800,1850,44,"total number of churches from NHGIS table NT50 (AEX001)",14100,54.6512,17.0543,46500,,,1907.31,"wave_coverage_differs"
"G1700030",1850,1850,"Alexander, Illinois","Alexander","Illinois","170","Alexander","0030",2484,1850,4,"total number of churches from NHGIS table NT50 (AEX001)",550,22.1417,16.1031,270,,,654.01,"wave_coverage_differs"
"G3700030",1850,1850,"Alexander, North Carolina","Alexander","North Carolina","370","Alexander","0030",5220,1850,16,"total number of churches from NHGIS table NT50 (AEX001)",4000,76.6284,30.6513,4450,,,659.61,"wave_coverage_differs"
"G5100035",1850,1850,"Alexandria, Virginia","Alexandria","Virginia","510","Alexandria","0035",10008,1850,12,"total number of churches from NHGIS table NT50 (AEX001)",8050,80.4357,11.9904,103500,,,82.79,"wave_coverage_differs"
"G1900050",1850,1850,"Allamakee, Iowa","Allamakee","Iowa","190","Allamakee","0050",777,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,1706.21,"wave_coverage_differs"
"G2600050",1850,1850,"Allegan, Michigan","Allegan","Michigan","260","Allegan","0050",5125,1850,6,"total number of churches from NHGIS table NT50 (AEX001)",1180,23.0244,11.7073,10800,,,2182.07,"wave_coverage_differs"
"G2400010",1850,1850,"Allegany, Maryland","Allegany","Maryland","240","Allegany","0010",22769,1850,31,"total number of churches from NHGIS table NT50 (AEX001)",13900,61.0479,13.615,81000,,,2811.82,"wave_coverage_differs"
"G3600030",1850,1850,"Allegany, New York","Allegany","New York","360","Allegany","0030",37808,1850,48,"total number of churches from NHGIS table NT50 (AEX001)",14025,37.0953,12.6957,58400,,,2781.83,"wave_coverage_differs"
"G5100050",1850,1850,"Alleghany, Virginia","Alleghany","Virginia","510","Alleghany","0050",3515,1850,10,"total number of churches from NHGIS table NT50 (AEX001)",2345,66.7141,28.4495,7050,,,1176.95,"wave_coverage_differs"
"G4200030",1850,1850,"Allegheny, Pennsylvania","Allegheny","Pennsylvania","420","Allegheny","0030",138290,1850,180,"total number of churches from NHGIS table NT50 (AEX001)",97822,70.7369,13.0161,1053617,,,1928.72,"wave_coverage_differs"
"G1800030",1850,1850,"Allen, Indiana","Allen","Indiana","180","Allen","0030",16919,1850,12,"total number of churches from NHGIS table NT50 (AEX001)",5850,34.5765,7.0926,47600,,,1709.45,"wave_coverage_differs"
"G2100030",1850,1850,"Allen, Kentucky","Allen","Kentucky","210","Allen","0030",8742,1850,24,"total number of churches from NHGIS table NT50 (AEX001)",7550,86.3647,27.4537,8150,,,903.7,"wave_coverage_differs"
"G3900030",1850,1850,"Allen, Ohio","Allen","Ohio","390","Allen","0030",12109,1850,19,"total number of churches from NHGIS table NT50 (AEX001)",5584,46.1145,15.6908,14050,,,1053.73,"wave_coverage_differs"
"G5100070",1850,1850,"Amelia, Virginia","Amelia","Virginia","510","Amelia","0070",9770,1850,14,"total number of churches from NHGIS table NT50 (AEX001)",4000,40.9417,14.3296,4100,,,928.57,"wave_coverage_differs"
"G5100090",1850,1850,"Amherst, Virginia","Amherst","Virginia","510","Amherst","0090",12699,1850,24,"total number of churches from NHGIS table NT50 (AEX001)",5825,45.8698,18.8991,12000,,,1240.21,"wave_coverage_differs"
"G2800050",1850,1850,"Amite, Mississippi","Amite","Mississippi","280","Amite","0050",9694,1850,16,"total number of churches from NHGIS table NT50 (AEX001)",5000,51.5783,16.5051,9650,,,1942.28,"wave_coverage_differs"
"G2100050",1850,1850,"Anderson, Kentucky","Anderson","Kentucky","210","Anderson","0050",6260,1850,18,"total number of churches from NHGIS table NT50 (AEX001)",10250,163.738,28.754,7850,,,531.9,"wave_coverage_differs"
"G4500070",1850,1850,"Anderson, South Carolina","Anderson","South Carolina","450","Anderson","0070",21475,1850,54,"total number of churches from NHGIS table NT50 (AEX001)",22885,106.5658,25.1455,21035,,,1961.7,"wave_coverage_differs"
"G4700010",1850,1850,"Anderson, Tennessee","Anderson","Tennessee","470","Anderson","0010",6938,1850,9,"total number of churches from NHGIS table NT50 (AEX001)",2950,42.5195,12.972,2550,,,1104.49,"wave_coverage_differs"
"G4800010",1850,1850,"Anderson, Texas","Anderson","Texas","480","Anderson","0010",2884,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,2791.97,"wave_coverage_differs"
"G2900030",1850,1850,"Andrew, Missouri","Andrew","Missouri","290","Andrew","0030",9433,1850,8,"total number of churches from NHGIS table NT50 (AEX001)",2950,31.2732,8.4809,6620,,,1130.33,"wave_coverage_differs"
"G4800050",1850,1850,"Angelina, Texas","Angelina","Texas","480","Angelina","0050",1165,1850,2,"total number of churches from NHGIS table NT50 (AEX001)",190,16.309,17.1674,,,,2239.56,"wave_coverage_differs"
"G2400030",1850,1850,"Anne Arundel, Maryland","Anne Arundel","Maryland","240","Anne Arundel","0030",32393,1850,82,"total number of churches from NHGIS table NT50 (AEX001)",41875,129.2718,25.3141,140000,,,1741.72,"wave_coverage_differs"
"G3700070",1850,1850,"Anson, North Carolina","Anson","North Carolina","370","Anson","0070",13489,1850,26,"total number of churches from NHGIS table NT50 (AEX001)",10200,75.6172,19.275,8350,,,1391.08,"wave_coverage_differs"
"G1900070",1850,1850,"Appanoose, Iowa","Appanoose","Iowa","190","Appanoose","0070",3131,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,1337.07,"wave_coverage_differs"
"G1300010",1850,1850,"Appling, Georgia","Appling","Georgia","130","Appling","0010",2949,1850,17,"total number of churches from NHGIS table NT50 (AEX001)",2550,86.47,57.6467,1560,,,3274.4,"wave_coverage_differs"
"G5100110",1850,1850,"Appomattox, Virginia","Appomattox","Virginia","510","Appomattox","0110",9193,1850,22,"total number of churches from NHGIS table NT50 (AEX001)",6575,71.5218,23.9313,8900,,,866.95,"wave_coverage_differs"
"G0500010",1850,1850,"Arkansas, Arkansas","Arkansas","Arkansas","050","Arkansas","0010",3245,1850,9,"total number of churches from NHGIS table NT50 (AEX001)",685,21.1094,27.735,,,,3212.07,"wave_coverage_differs"
"G4200050",1850,1850,"Armstrong, Pennsylvania","Armstrong","Pennsylvania","420","Armstrong","0050",29560,1850,65,"total number of churches from NHGIS table NT50 (AEX001)",21541,72.8721,21.9892,69750,,,1719.59,"wave_coverage_differs"
"G2300030",1850,1850,"Aroostook, Maine","Aroostook","Maine","230","Aroostook","0030",12529,1850,12,"total number of churches from NHGIS table NT50 (AEX001)",5600,44.6963,9.5778,12000,,,17688.31,"wave_coverage_differs"
"G2200050",1850,1850,"Ascension, Louisiana","Ascension","Louisiana","220","Ascension","0050",10752,1850,3,"total number of churches from NHGIS table NT50 (AEX001)",3000,27.9018,2.7902,60000,,,807.75,"wave_coverage_differs"
"G3700090",1850,1850,"Ashe, North Carolina","Ashe","North Carolina","370","Ashe","0090",8777,1850,28,"total number of churches from NHGIS table NT50 (AEX001)",7900,90.008,31.9016,6000,,,1699.81,"wave_coverage_differs"
"G3900050",1850,1850,"Ashland, Ohio","Ashland","Ohio","390","Ashland","0050",23813,1850,44,"total number of churches from NHGIS table NT50 (AEX001)",13850,58.1615,18.4773,30750,,,1105.4,"wave_coverage_differs"
"G0500030",1850,1850,"Ashley, Arkansas","Ashley","Arkansas","050","Ashley","0030",2058,1850,10,"total number of churches from NHGIS table NT50 (AEX001)",1500,72.8863,48.5909,3200,,,2294.97,"wave_coverage_differs"
"G3900070",1850,1850,"Ashtabula, Ohio","Ashtabula","Ohio","390","Ashtabula","0070",28767,1850,55,"total number of churches from NHGIS table NT50 (AEX001)",19280,67.0212,19.1191,65550,,,1836.85,"wave_coverage_differs"
"G2200070",1850,1850,"Assumption, Louisiana","Assumption","Louisiana","220","Assumption","0070",10538,1850,3,"total number of churches from NHGIS table NT50 (AEX001)",1000,9.4895,2.8468,31000,,,944.13,"wave_coverage_differs"
"G2900050",1850,1850,"Atchison, Missouri","Atchison","Missouri","290","Atchison","0050",1678,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,1417.74,"wave_coverage_differs"
"G3900090",1850,1850,"Athens, Ohio","Athens","Ohio","390","Athens","0090",18215,1850,24,"total number of churches from NHGIS table NT50 (AEX001)",9150,50.2333,13.176,17950,,,1316.86,"wave_coverage_differs"
"G3400010",1850,1850,"Atlantic, New Jersey","Atlantic","New Jersey","340","Atlantic","0010",8961,1850,18,"total number of churches from NHGIS table NT50 (AEX001)",4900,54.6814,20.087,22500,,,1479.07,"wave_coverage_differs"
"G2800070",1850,1850,"Attala, Mississippi","Attala","Mississippi","280","Attala","0070",10991,1850,15,"total number of churches from NHGIS table NT50 (AEX001)",2400,21.836,13.6475,8400,,,1908.05,"wave_coverage_differs"
"G2900070",1850,1850,"Audrain, Missouri","Audrain","Missouri","290","Audrain","0070",3506,1850,13,"total number of churches from NHGIS table NT50 (AEX001)",1570,44.7804,37.0793,4760,,,1804.76,"wave_coverage_differs"
"G3900110",1850,1850,"Auglaize, Ohio","Auglaize","Ohio","390","Auglaize","0110",11338,1850,11,"total number of churches from NHGIS table NT50 (AEX001)",6650,58.6523,9.7019,20500,,,1040.93,"wave_coverage_differs"
"G5100150",1850,1850,"Augusta, Virginia","Augusta","Virginia","510","Augusta","0150",24610,1850,41,"total number of churches from NHGIS table NT50 (AEX001)",14150,57.497,16.6599,55900,,,2605.8,"wave_coverage_differs"
"G4800150",1850,1850,"Austin, Texas","Austin","Texas","480","Austin","0150",3841,1850,4,"total number of churches from NHGIS table NT50 (AEX001)",800,20.8279,10.414,1200,,,2701.1,"wave_coverage_differs"
"G0100010",1850,1850,"Autauga, Alabama","Autauga","Alabama","010","Autauga","0010",15023,1850,43,"total number of churches from NHGIS table NT50 (AEX001)",12150,80.876,28.6228,24800,,,2553.49,"wave_coverage_differs"
"G2200090",1850,1850,"Avoyelles, Louisiana","Avoyelles","Louisiana","220","Avoyelles","0090",9326,1850,3,"total number of churches from NHGIS table NT50 (AEX001)",2100,22.5177,3.2168,5000,,,2242.19,"wave_coverage_differs"
"G1300070",1850,1850,"Baker, Georgia","Baker","Georgia","130","Baker","0070",8120,1850,20,"total number of churches from NHGIS table NT50 (AEX001)",19000,233.9901,24.6305,3500,,,3713.67,"wave_coverage_differs"
"G0100030",1850,1850,"Baldwin, Alabama","Baldwin","Alabama","010","Baldwin","0030",4414,1850,5,"total number of churches from NHGIS table NT50 (AEX001)",590,13.3666,11.3276,1565,,,4979.03,"wave_coverage_differs"
"G1300090",1850,1850,"Baldwin, Georgia","Baldwin","Georgia","130","Baldwin","0090",8148,1850,6,"total number of churches from NHGIS table NT50 (AEX001)",2500,30.6824,7.3638,12250,,,687.24,"wave_coverage_differs"
"G2100070",1850,1850,"Ballard, Kentucky","Ballard","Kentucky","210","Ballard","0070",5496,1850,10,"total number of churches from NHGIS table NT50 (AEX001)",2600,47.3071,18.1951,1300,,,1235.61,"wave_coverage_differs"
"G2400050",1850,1850,"Baltimore, Maryland","Baltimore","Maryland","240","Baltimore","0050",210646,1850,162,"total number of churches from NHGIS table NT50 (AEX001)",96740,45.9254,7.6906,2541540,,,1786.38,"wave_coverage_differs"
"G0100050",1850,1850,"Barbour, Alabama","Barbour","Alabama","010","Barbour","0050",23632,1850,35,"total number of churches from NHGIS table NT50 (AEX001)",9900,41.8923,14.8104,23700,,,2707.48,"wave_coverage_differs"
"G5100155",1850,1850,"Barbour, Virginia","Barbour","Virginia","510","Barbour","0155",9005,1850,19,"total number of churches from NHGIS table NT50 (AEX001)",5400,59.9667,21.0994,3790,,,963.7,"wave_coverage_differs"
"G2500010",1850,1850,"Barnstable, Massachusetts","Barnstable","Massachusetts","250","Barnstable","0010",35276,1850,73,"total number of churches from NHGIS table NT50 (AEX001)",26802,75.978,20.694,204600,,,1082.43,"wave_coverage_differs"
"G4500110",1850,1850,"Barnwell, South Carolina","Barnwell","South Carolina","450","Barnwell","0110",26608,1850,56,"total number of churches from NHGIS table NT50 (AEX001)",19450,73.0983,21.0463,28550,,,4564.79,"wave_coverage_differs"
"G2100090",1850,1850,"Barren, Kentucky","Barren","Kentucky","210","Barren","0090",20240,1850,51,"total number of churches from NHGIS table NT50 (AEX001)",14250,70.4051,25.1976,15400,,,1763.95,"wave_coverage_differs"
"G2600150",1850,1850,"Barry, Michigan","Barry","Michigan","260","Barry","0150",5072,1850,2,"total number of churches from NHGIS table NT50 (AEX001)",,,3.9432,400,,,1494.53,"wave_coverage_differs"
"G2900090",1850,1850,"Barry, Missouri","Barry","Missouri","290","Barry","0090",3467,1850,3,"total number of churches from NHGIS table NT50 (AEX001)",450,12.9795,8.653,500,,,2048.57,"wave_coverage_differs"
"G1800050",1850,1850,"Bartholomew, Indiana","Bartholomew","Indiana","180","Bartholomew","0050",12428,1850,20,"total number of churches from NHGIS table NT50 (AEX001)",7400,59.543,16.0927,12200,,,1060.65,"wave_coverage_differs"
"G4800210",1850,1850,"Bastrop, Texas","Bastrop","Texas","480","Bastrop","0210",3099,1850,7,"total number of churches from NHGIS table NT50 (AEX001)",1150,37.1087,22.5879,2300,,,2355.85,"wave_coverage_differs"
"G2900130",1850,1850,"Bates, Missouri","Bates","Missouri","290","Bates","0130",3669,1850,5,"total number of churches from NHGIS table NT50 (AEX001)",1350,36.7948,13.6277,1300,,,3537.63,"wave_coverage_differs"
"G2100110",1850,1850,"Bath, Kentucky","Bath","Kentucky","210","Bath","0110",12115,1850,22,"total number of churches from NHGIS table NT50 (AEX001)",5800,47.8745,18.1593,13925,,,983.99,"wave_coverage_differs"
"G5100170",1850,1850,"Bath, Virginia","Bath","Virginia","510","Bath","0170",3426,1850,6,"total number of churches from NHGIS table NT50 (AEX001)",1250,36.4857,17.5131,3300,,,1384.56,"wave_coverage_differs"
"G3700130",1850,1850,"Beaufort, North Carolina","Beaufort","North Carolina","370","Beaufort","0130",13816,1850,19,"total number of churches from NHGIS table NT50 (AEX001)",5100,36.9137,13.7522,27300,,,2152.81,"wave_coverage_differs"
"G4500130",1850,1850,"Beaufort, South Carolina","Beaufort","South Carolina","450","Beaufort","0130",38805,1850,55,"total number of churches from NHGIS table NT50 (AEX001)",18640,48.035,14.1734,83300,,,4861.37,"wave_coverage_differs"
"G4200070",1850,1850,"Beaver, Pennsylvania","Beaver","Pennsylvania","420","Beaver","0070",26689,1850,60,"total number of churches from NHGIS table NT50 (AEX001)",23618,88.4934,22.4812,68750,,,1149.83,"wave_coverage_differs"
"G4200090",1850,1850,"Bedford, Pennsylvania","Bedford","Pennsylvania","420","Bedford","0090",23052,1850,52,"total number of churches from NHGIS table NT50 (AEX001)",15025,65.1787,22.5577,41525,,,2634.16,"wave_coverage_differs"
"G4700030",1850,1850,"Bedford, Tennessee","Bedford","Tennessee","470","Bedford","0030",21511,1850,49,"total number of churches from NHGIS table NT50 (AEX001)",13740,63.8743,22.779,21300,,,1229.71,"wave_coverage_differs"
"G5100190",1850,1850,"Bedford, Virginia","Bedford","Virginia","510","Bedford","0190",24080,1850,40,"total number of churches from NHGIS table NT50 (AEX001)",8075,33.5341,16.6113,29845,,,2037.82,"wave_coverage_differs"
"G3300010",1850,1850,"Belknap, New Hampshire","Belknap","New Hampshire","330","Belknap","0010",17721,1850,41,"total number of churches from NHGIS table NT50 (AEX001)",11840,66.8134,23.1364,53300,,,1213.61,"wave_coverage_differs"
"G3900130",1850,1850,"Belmont, Ohio","Belmont","Ohio","390","Belmont","0130",34600,1850,74,"total number of churches from NHGIS table NT50 (AEX001)",27445,79.3208,21.3873,67135,,,1401.89,"wave_coverage_differs"
"G5000030",1850,1850,"Bennington, Vermont","Bennington","Vermont","500","Bennington","0030",18589,1850,37,"total number of churches from NHGIS table NT50 (AEX001)",11900,64.0164,19.9042,66750,,,1755.11,"wave_coverage_differs"
"G0100055",1850,1850,"Benton, Alabama","Benton","Alabama","010","Benton","0055",17163,1850,25,"total number of churches from NHGIS table NT50 (AEX001)",10400,60.5955,14.5662,11550,,,2758.98,"wave_coverage_differs"
"G0500070",1850,1850,"Benton, Arkansas","Benton","Arkansas","050","Benton","0070",3710,1850,2,"total number of churches from NHGIS table NT50 (AEX001)",400,10.7817,5.3908,250,,,2274.67,"wave_coverage_differs"
"G1200065",1850,1850,"Benton, Florida","Benton","Florida","120","Benton","0065",926,1850,7,"total number of churches from NHGIS table NT50 (AEX001)",875,94.4924,75.594,1500,,,4829.89,"wave_coverage_differs"
"G1800070",1850,1850,"Benton, Indiana","Benton","Indiana","180","Benton","0070",1144,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,1052.86,"wave_coverage_differs"
"G1900110",1850,1850,"Benton, Iowa","Benton","Iowa","190","Benton","0110",672,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,1860.88,"wave_coverage_differs"
"G2750015",1850,1850,"Benton, Minnesota Territory","Benton","Minnesota Territory","275","Benton","0015",418,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,7577.63,"wave_coverage_differs"
"G2900150",1850,1850,"Benton, Missouri","Benton","Missouri","290","Benton","0150",5015,1850,5,"total number of churches from NHGIS table NT50 (AEX001)",1150,22.9312,9.9701,2450,,,1949.98,"wave_coverage_differs"
"G4130015",1850,1850,"Benton, Oregon Territory","Benton","Oregon Territory","413","Benton","0015",814,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,44575.83,"wave_coverage_differs"
"G4700050",1850,1850,"Benton, Tennessee","Benton","Tennessee","470","Benton","0050",6315,1850,37,"total number of churches from NHGIS table NT50 (AEX001)",5650,89.4695,58.5907,2000,,,951.16,"wave_coverage_differs"
"G3400030",1850,1850,"Bergen, New Jersey","Bergen","New Jersey","340","Bergen","0030",14725,1850,21,"total number of churches from NHGIS table NT50 (AEX001)",10038,68.1698,14.2615,90400,,,585.31,"wave_coverage_differs"
"G5100195",1850,1850,"Berkeley, Virginia","Berkeley","Virginia","510","Berkeley","0195",11771,1850,30,"total number of churches from NHGIS table NT50 (AEX001)",7595,64.523,25.4864,35150,,,832.82,"wave_coverage_differs"
"G4200110",1850,1850,"Berks, Pennsylvania","Berks","Pennsylvania","420","Berks","0110",77129,1850,102,"total number of churches from NHGIS table NT50 (AEX001)",57823,74.9692,13.2246,453150,,,2244.79,"wave_coverage_differs"
"G2500030",1850,1850,"Berkshire, Massachusetts","Berkshire","Massachusetts","250","Berkshire","0030",49591,1850,88,"total number of churches from NHGIS table NT50 (AEX001)",40705,82.0814,17.7452,276760,,,2450.92,"wave_coverage_differs"
"G3550035",1850,1850,"Bernalillo, New Mexico Territory","Bernalillo","New Mexico Territory","355","Bernalillo","0035",7751,1850,10,"total number of churches from NHGIS table NT50 (AEX001)",4500,58.057,12.9016,18650,,,7005.18,"wave_coverage_differs"
"G2600210",1850,1850,"Berrien, Michigan","Berrien","Michigan","260","Berrien","0210",11417,1850,15,"total number of churches from NHGIS table NT50 (AEX001)",4850,42.4805,13.1383,19800,,,1502.85,"wave_coverage_differs"
"G3700150",1850,1850,"Bertie, North Carolina","Bertie","North Carolina","370","Bertie","0150",12851,1850,16,"total number of churches from NHGIS table NT50 (AEX001)",6400,49.8016,12.4504,8950,,,1832.89,"wave_coverage_differs"
"G4800290",1850,1850,"Bexar, Texas","Bexar","Texas","480","Bexar","0290",6052,1850,2,"total number of churches from NHGIS table NT50 (AEX001)",1000,16.5235,3.3047,9500,,,352236.95,"wave_coverage_differs"
"G0100070",1850,1850,"Bibb, Alabama","Bibb","Alabama","010","Bibb","0070",9969,1850,33,"total number of churches from NHGIS table NT50 (AEX001)",13200,132.4105,33.1026,8250,,,2208.2,"wave_coverage_differs"
"G1300210",1850,1850,"Bibb, Georgia","Bibb","Georgia","130","Bibb","0210",12699,1850,15,"total number of churches from NHGIS table NT50 (AEX001)",5690,44.8067,11.812,45800,,,624.06,"wave_coverage_differs"
"G2200130",1850,1850,"Bienville, Louisiana","Bienville","Louisiana","220","Bienville","0130",5539,1850,12,"total number of churches from NHGIS table NT50 (AEX001)",2675,48.2939,21.6646,2370,,,2779.69,"wave_coverage_differs"
"G1900130",1850,1850,"Black Hawk, Iowa","Black Hawk","Iowa","190","Black Hawk","0130",135,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,1483.25,"wave_coverage_differs"
"G1800090",1850,1850,"Blackford, Indiana","Blackford","Indiana","180","Blackford","0090",2860,1850,5,"total number of churches from NHGIS table NT50 (AEX001)",1600,55.9441,17.4825,2200,,,428.86,"wave_coverage_differs"
"G3700170",1850,1850,"Bladen, North Carolina","Bladen","North Carolina","370","Bladen","0170",9767,1850,26,"total number of churches from NHGIS table NT50 (AEX001)",7325,74.9974,26.6203,6955,,,2453.19,"wave_coverage_differs"
"G4200130",1850,1850,"Blair, Pennsylvania","Blair","Pennsylvania","420","Blair","0130",21777,1850,39,"total number of churches from NHGIS table NT50 (AEX001)",20800,95.5136,17.9088,72050,,,1364.57,"wave_coverage_differs"
"G4700070",1850,1850,"Bledsoe, Tennessee","Bledsoe","Tennessee","470","Bledsoe","0070",5959,1850,23,"total number of churches from NHGIS table NT50 (AEX001)",5550,93.1364,38.5971,3400,,,1740.31,"wave_coverage_differs"
"G0100090",1850,1850,"Blount, Alabama","Blount","Alabama","010","Blount","0090",7367,1850,13,"total number of churches from NHGIS table NT50 (AEX001)",1575,21.3791,17.6463,735,,,2451.3,"wave_coverage_differs"
"G4700090",1850,1850,"Blount, Tennessee","Blount","Tennessee","470","Blount","0090",12424,1850,19,"total number of churches from NHGIS table NT50 (AEX001)",6600,53.123,15.293,7100,,,1833.65,"wave_coverage_differs"
"G2800110",1850,1850,"Bolivar, Mississippi","Bolivar","Mississippi","280","Bolivar","0110",2577,1850,3,"total number of churches from NHGIS table NT50 (AEX001)",450,17.4622,11.6414,675,,,2486.56,"wave_coverage_differs"
"G1700050",1850,1850,"Bond, Illinois","Bond","Illinois","170","Bond","0050",6144,1850,16,"total number of churches from NHGIS table NT50 (AEX001)",5050,82.194,26.0417,11000,,,991.34,"wave_coverage_differs"
"G1700070",1850,1850,"Boone, Illinois","Boone","Illinois","170","Boone","0070",7624,1850,6,"total number of churches from NHGIS table NT50 (AEX001)",1900,24.9213,7.8699,10150,,,730.44,"wave_coverage_differs"
"G1800110",1850,1850,"Boone, Indiana","Boone","Indiana","180","Boone","0110",11631,1850,29,"total number of churches from NHGIS table NT50 (AEX001)",11630,99.9914,24.9334,12200,,,1096.22,"wave_coverage_differs"
"G1900150",1850,1850,"Boone, Iowa","Boone","Iowa","190","Boone","0150",735,1850,0,"total number of churches from NHGIS table NT50 (AEX001)",0,0,0,0,,,1485.72,"wave_coverage_differs"
"G2100150",1850,1850,"Boone, Kentucky","Boone","Kentucky","210","Boone","0150",11185,1850,28,"total number of churches from NHGIS table NT50 (AEX001)",9650,86.2763,25.0335,24900,,,671.94,"wave_coverage_differs"
"G2900190",1850,1850,"Boone, Missouri","Boone","Missouri","290","Boone","0190",14979,1850,51,"total number of churches from NHGIS table NT50 (AEX001)",14075,93.9649,34.0477,30200,,,1789.4,"wave_coverage_differs"
"G5100215",1850,1850,"Boone, Virginia","Boone","Virginia","510","Boone","0215",3237,1850,6,"total number of churches from NHGIS table NT50 (AEX001)",855,26.4133,18.5357,1180,,,1488.63,"wave_coverage_differs"
"G2200150",1850,1850,"Bossier, Louisiana","Bossier","Louisiana","220","Bossier","0150",6962,1850,5,"total number of churches from NHGIS table NT50 (AEX001)",750,10.7728,7.1818,3200,,,2933.37,"wave_coverage_differs"
"G5100230",1850,1850,"Botetourt, Virginia","Botetourt","Virginia","510","Botetourt","0230",14908,1850,21,"total number of churches from NHGIS table NT50 (AEX001)",7975,53.4948,14.0864,23200,,,1967.07,"wave_coverage_differs"
"G2100170",1850,1850,"Bourbon, Kentucky","Bourbon","Kentucky","210","Bourbon","0170",14466,1850,28,"total number of churches from NHGIS table NT50 (AEX001)",19600,135.4901,19.3557,58700,,,755.34,"wave_coverage_differs"
"G4800370",1850,1850,"Bowie, Texas","Bowie","Texas","480","Bowie","0370",2912,1850,6,"total number of churches from NHGIS table NT50 (AEX001)",,,20.6044,,,,2391.45,"wave_coverage_differs"
