"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G2600050",1890,1890,"Allegan, Michigan","Allegan","Michigan","260","Allegan","0050",38961,1890,90,"total church edifices from NHGIS table NT8 (AWF001)",22389,57.4652,23.1,201250,,,2182.07,"wave_coverage_differs"
"G2400010",1890,1890,"Allegany, Maryland","Allegany","Maryland","240","Allegany","0010",41571,1890,85,"total church edifices from NHGIS table NT8 (AWF001)",24272,58.3869,20.4469,500500,,,1113.46,"wave_coverage_differs"
"G3600030",1890,1890,"Allegany, New York","Allegany","New York","360","Allegany","0030",43240,1890,115,"total church edifices from NHGIS table NT8 (AWF001)",31999,74.0032,26.5957,462230,,,2679.05,"wave_coverage_differs"
"G3700050",1890,1890,"Alleghany, North Carolina","Alleghany","North Carolina","370","Alleghany","0050",6523,1890,30,"total church edifices from NHGIS table NT8 (AWF001)",11050,169.4006,45.9911,16695,,,609.82,"wave_coverage_differs"
"G5100050",1890,1890,"Alleghany, Virginia","Alleghany","Virginia","510","Alleghany","0050",9283,1890,37,"total church edifices from NHGIS table NT8 (AWF001)",13680,147.3662,39.8578,221315,,,1176.95,"wave_coverage_differs"
"G4200030",1890,1890,"Allegheny, Pennsylvania","Allegheny","Pennsylvania","420","Allegheny","0030",551959,1890,583,"total church edifices from NHGIS table NT8 (AWF001)",240637,43.5969,10.5624,11574550,,,1928.72,"wave_coverage_differs"
"G1800030",1890,1890,"Allen, Indiana","Allen","Indiana","180","Allen","0030",66689,1890,129,"total church edifices from NHGIS table NT8 (AWF001)",46416,69.6007,19.3435,1047450,,,1709.45,"wave_coverage_differs"
"G2000010",1890,1890,"Allen, Kansas","Allen","Kansas","200","Allen","0010",13509,1890,36,"total church edifices from NHGIS table NT8 (AWF001)",8827,65.3416,26.6489,64800,,,1308.78,"wave_coverage_differs"
"G2100030",1890,1890,"Allen, Kentucky","Allen","Kentucky","210","Allen","0030",13692,1890,56,"total church edifices from NHGIS table NT8 (AWF001)",13950,101.8843,40.8998,25575,,,911.2,"wave_coverage_differs"
"G3900030",1890,1890,"Allen, Ohio","Allen","Ohio","390","Allen","0030",40644,1890,121,"total church edifices from NHGIS table NT8 (AWF001)",38530,94.7987,29.7707,446950,,,1053.73,"wave_coverage_differs"
"G2600070",1890,1890,"Alpena, Michigan","Alpena","Michigan","260","Alpena","0070",15581,1890,24,"total church edifices from NHGIS table NT8 (AWF001)",6829,43.829,15.4034,131100,,,1539.72,"wave_coverage_differs"
"G0600030",1890,1890,"Alpine, California","Alpine","California","060","Alpine","0030",667,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,1924.86,"wave_coverage_differs"
"G1600035",1890,1890,"Alturas, Idaho","Alturas","Idaho","160","Alturas","0035",2629,1890,6,"total church edifices from NHGIS table NT8 (AWF001)",1080,41.0803,22.8224,9400,,,8542.45,"wave_coverage_differs"
"G0600050",1890,1890,"Amador, California","Amador","California","060","Amador","0050",10320,1890,14,"total church edifices from NHGIS table NT8 (AWF001)",3325,32.219,13.5659,39500,,,1569.41,"wave_coverage_differs"
"G5100070",1890,1890,"Amelia, Virginia","Amelia","Virginia","510","Amelia","0070",9068,1890,42,"total church edifices from NHGIS table NT8 (AWF001)",10200,112.4835,46.3167,51383,,,928.57,"wave_coverage_differs"
"G5100090",1890,1890,"Amherst, Virginia","Amherst","Virginia","510","Amherst","0090",17551,1890,39,"total church edifices from NHGIS table NT8 (AWF001)",11275,64.2414,22.221,36466,,,1240.21,"wave_coverage_differs"
"G2800050",1890,1890,"Amite, Mississippi","Amite","Mississippi","280","Amite","0050",18198,1890,60,"total church edifices from NHGIS table NT8 (AWF001)",24125,132.5695,32.9707,37960,,,1894.87,"wave_coverage_differs"
"G2000030",1890,1890,"Anderson, Kansas","Anderson","Kansas","200","Anderson","0030",14203,1890,35,"total church edifices from NHGIS table NT8 (AWF001)",8099,57.0232,24.6427,81150,,,1511.89,"wave_coverage_differs"
"G2100050",1890,1890,"Anderson, Kentucky","Anderson","Kentucky","210","Anderson","0050",10610,1890,34,"total church edifices from NHGIS table NT8 (AWF001)",10670,100.5655,32.0452,47100,,,526.41,"wave_coverage_differs"
"G4500070",1890,1890,"Anderson, South Carolina","Anderson","South Carolina","450","Anderson","0070",43696,1890,148,"total church edifices from NHGIS table NT8 (AWF001)",50470,115.5026,33.8704,187580,,,1961.7,"wave_coverage_differs"
"G4700010",1890,1890,"Anderson, Tennessee","Anderson","Tennessee","470","Anderson","0010",15128,1890,72,"total church edifices from NHGIS table NT8 (AWF001)",15025,99.3191,47.5939,78510,,,915.68,"wave_coverage_differs"
"G4800010",1890,1890,"Anderson, Texas","Anderson","Texas","480","Anderson","0010",20923,1890,86,"total church edifices from NHGIS table NT8 (AWF001)",25955,124.0501,41.1031,74652,,,2791.97,"wave_coverage_differs"
"G2900030",1890,1890,"Andrew, Missouri","Andrew","Missouri","290","Andrew","0030",16000,1890,56,"total church edifices from NHGIS table NT8 (AWF001)",14725,92.0312,35,65050,,,1130.33,"wave_coverage_differs"
"G4800030",1890,1890,"Andrews, Texas","Andrews","Texas","480","Andrews","0030",24,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,3887.73,"wave_coverage_differs"
"G2300010",1890,1890,"Androscoggin, Maine","Androscoggin","Maine","230","Androscoggin","0010",48968,1890,72,"total church edifices from NHGIS table NT8 (AWF001)",25021,51.0966,14.7035,624130,,,1287.87,"wave_coverage_differs"
"G4800050",1890,1890,"Angelina, Texas","Angelina","Texas","480","Angelina","0050",6306,1890,36,"total church edifices from NHGIS table NT8 (AWF001)",8375,132.81,57.0885,11925,,,2239.56,"wave_coverage_differs"
"G2400030",1890,1890,"Anne Arundel, Maryland","Anne Arundel","Maryland","240","Anne Arundel","0030",34094,1890,101,"total church edifices from NHGIS table NT8 (AWF001)",27318,80.1255,29.624,328700,,,1085.44,"wave_coverage_differs"
"G2700030",1890,1890,"Anoka, Minnesota","Anoka","Minnesota","270","Anoka","0030",9884,1890,20,"total church edifices from NHGIS table NT8 (AWF001)",4745,48.0069,20.2347,84250,,,1155.49,"wave_coverage_differs"
"G3700070",1890,1890,"Anson, North Carolina","Anson","North Carolina","370","Anson","0070",20027,1890,98,"total church edifices from NHGIS table NT8 (AWF001)",30685,153.2182,48.9339,71700,,,1391.08,"wave_coverage_differs"
"G3100030",1890,1890,"Antelope, Nebraska","Antelope","Nebraska","310","Antelope","0030",10399,1890,22,"total church edifices from NHGIS table NT8 (AWF001)",3805,36.5901,21.1559,36400,,,2223.74,"wave_coverage_differs"
"G2600090",1890,1890,"Antrim, Michigan","Antrim","Michigan","260","Antrim","0090",10413,1890,25,"total church edifices from NHGIS table NT8 (AWF001)",5130,49.2653,24.0085,44881,,,1359.62,"wave_coverage_differs"
"G0450015",1890,1890,"Apache, Arizona Territory","Apache","Arizona Territory","045","Apache","0015",4281,1890,11,"total church edifices from NHGIS table NT8 (AWF001)",2445,57.1128,25.6949,14850,,,54657.53,"wave_coverage_differs"
"G1900070",1890,1890,"Appanoose, Iowa","Appanoose","Iowa","190","Appanoose","0070",18961,1890,60,"total church edifices from NHGIS table NT8 (AWF001)",15650,82.5378,31.6439,92730,,,1337.07,"wave_coverage_differs"
"G1300010",1890,1890,"Appling, Georgia","Appling","Georgia","130","Appling","0010",8676,1890,47,"total church edifices from NHGIS table NT8 (AWF001)",13425,154.7372,54.1724,16025,,,2407.88,"wave_coverage_differs"
"G5100110",1890,1890,"Appomattox, Virginia","Appomattox","Virginia","510","Appomattox","0110",9589,1890,60,"total church edifices from NHGIS table NT8 (AWF001)",24065,250.9646,62.5717,57225,,,866.95,"wave_coverage_differs"
"G4800070",1890,1890,"Aransas, Texas","Aransas","Texas","480","Aransas","0070",1824,1890,5,"total church edifices from NHGIS table NT8 (AWF001)",1350,74.0132,27.4123,7950,,,665.71,"wave_coverage_differs"
"G0800050",1890,1890,"Arapahoe (South Arapahoe), Colorado","Arapahoe","Colorado","080","Arapahoe","0050",132135,1890,92,"total church edifices from NHGIS table NT8 (AWF001)",37316,28.2408,6.9626,2926092,,,12404.73,"wave_coverage_differs"
"G4800090",1890,1890,"Archer, Texas","Archer","Texas","480","Archer","0090",2101,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",525,24.9881,14.2789,2028,,,2396.82,"wave_coverage_differs"
"G0800070",1890,1890,"Archuleta, Colorado","Archuleta","Colorado","080","Archuleta","0070",826,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,3510.69,"wave_coverage_differs"
"G2600110",1890,1890,"Arenac, Michigan","Arenac","Michigan","260","Arenac","0110",5683,1890,10,"total church edifices from NHGIS table NT8 (AWF001)",1780,31.3215,17.5963,15300,,,953.39,"wave_coverage_differs"
"G0500010",1890,1890,"Arkansas, Arkansas","Arkansas","Arkansas","050","Arkansas","0010",11432,1890,38,"total church edifices from NHGIS table NT8 (AWF001)",8320,72.7782,33.24,21835,,,2686.43,"wave_coverage_differs"
"G4200050",1890,1890,"Armstrong, Pennsylvania","Armstrong","Pennsylvania","420","Armstrong","0050",46747,1890,150,"total church edifices from NHGIS table NT8 (AWF001)",48945,104.7019,32.0876,585680,,,1719.59,"wave_coverage_differs"
"G4800110",1890,1890,"Armstrong, Texas","Armstrong","Texas","480","Armstrong","0110",944,1890,1,"total church edifices from NHGIS table NT8 (AWF001)",200,21.1864,10.5932,1000,,,2366.8,"wave_coverage_differs"
"G2300030",1890,1890,"Aroostook, Maine","Aroostook","Maine","230","Aroostook","0030",49589,1890,77,"total church edifices from NHGIS table NT8 (AWF001)",18902,38.1173,15.5276,183525,,,17716.11,"wave_coverage_differs"
"G3100050",1890,1890,"Arthur, Nebraska","Arthur","Nebraska","310","Arthur","0050",91,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,2105.65,"wave_coverage_differs"
"G2200050",1890,1890,"Ascension, Louisiana","Ascension","Louisiana","220","Ascension","0050",19545,1890,33,"total church edifices from NHGIS table NT8 (AWF001)",8815,45.101,16.8841,140430,,,807.75,"wave_coverage_differs"
"G3700090",1890,1890,"Ashe, North Carolina","Ashe","North Carolina","370","Ashe","0090",15628,1890,74,"total church edifices from NHGIS table NT8 (AWF001)",29865,191.0993,47.3509,47510,,,1100.39,"wave_coverage_differs"
"G3900050",1890,1890,"Ashland, Ohio","Ashland","Ohio","390","Ashland","0050",22223,1890,95,"total church edifices from NHGIS table NT8 (AWF001)",27686,124.5826,42.7485,303500,,,1105.4,"wave_coverage_differs"
"G5500030",1890,1890,"Ashland, Wisconsin","Ashland","Wisconsin","550","Ashland","0030",20063,1890,24,"total church edifices from NHGIS table NT8 (AWF001)",5678,28.3009,11.9623,100065,,,4456.37,"wave_coverage_differs"
"G0500030",1890,1890,"Ashley, Arkansas","Ashley","Arkansas","050","Ashley","0030",13295,1890,67,"total church edifices from NHGIS table NT8 (AWF001)",20340,152.9898,50.3949,39186,,,2432.47,"wave_coverage_differs"
"G3900070",1890,1890,"Ashtabula, Ohio","Ashtabula","Ohio","390","Ashtabula","0070",43655,1890,96,"total church edifices from NHGIS table NT8 (AWF001)",25955,59.4548,21.9906,374850,,,1836.85,"wave_coverage_differs"
"G5300030",1890,1890,"Asotin, Washington","Asotin","Washington","530","Asotin","0030",1580,1890,2,"total church edifices from NHGIS table NT8 (AWF001)",200,12.6582,12.6582,1500,,,1659.2,"wave_coverage_differs"
"G2200070",1890,1890,"Assumption, Louisiana","Assumption","Louisiana","220","Assumption","0070",19629,1890,32,"total church edifices from NHGIS table NT8 (AWF001)",8210,41.8259,16.3024,94300,,,944.13,"wave_coverage_differs"
"G4800130",1890,1890,"Atascosa, Texas","Atascosa","Texas","480","Atascosa","0130",6459,1890,9,"total church edifices from NHGIS table NT8 (AWF001)",1950,30.1904,13.934,9200,,,3163.62,"wave_coverage_differs"
"G2000050",1890,1890,"Atchison, Kansas","Atchison","Kansas","200","Atchison","0050",26758,1890,44,"total church edifices from NHGIS table NT8 (AWF001)",14021,52.3993,16.4437,234600,,,1107.39,"wave_coverage_differs"
"G2900050",1890,1890,"Atchison, Missouri","Atchison","Missouri","290","Atchison","0050",15533,1890,48,"total church edifices from NHGIS table NT8 (AWF001)",12600,81.1176,30.902,70200,,,1417.74,"wave_coverage_differs"
"G3900090",1890,1890,"Athens, Ohio","Athens","Ohio","390","Athens","0090",35194,1890,115,"total church edifices from NHGIS table NT8 (AWF001)",34680,98.5395,32.676,156925,,,1316.86,"wave_coverage_differs"
"G3400010",1890,1890,"Atlantic, New Jersey","Atlantic","New Jersey","340","Atlantic","0010",28836,1890,59,"total church edifices from NHGIS table NT8 (AWF001)",17314,60.043,20.4605,366095,,,1479.07,"wave_coverage_differs"
"G2800070",1890,1890,"Attala, Mississippi","Attala","Mississippi","280","Attala","0070",22213,1890,140,"total church edifices from NHGIS table NT8 (AWF001)",36895,166.0964,63.0262,71011,,,1908.05,"wave_coverage_differs"
"G2900070",1890,1890,"Audrain, Missouri","Audrain","Missouri","290","Audrain","0070",22074,1890,61,"total church edifices from NHGIS table NT8 (AWF001)",18440,83.5372,27.6343,132708,,,1804.76,"wave_coverage_differs"
"G1900090",1890,1890,"Audubon, Iowa","Audubon","Iowa","190","Audubon","0090",12412,1890,15,"total church edifices from NHGIS table NT8 (AWF001)",3875,31.2198,12.0851,38100,,,1148.42,"wave_coverage_differs"
"G3900110",1890,1890,"Auglaize, Ohio","Auglaize","Ohio","390","Auglaize","0110",28100,1890,74,"total church edifices from NHGIS table NT8 (AWF001)",24621,87.6192,26.3345,239675,,,1040.93,"wave_coverage_differs"
"G5100150",1890,1890,"Augusta, Virginia","Augusta","Virginia","510","Augusta","0150",37005,1890,137,"total church edifices from NHGIS table NT8 (AWF001)",37185,100.4864,37.022,331026,,,2605.8,"wave_coverage_differs"
"G4600030",1890,1890,"Aurora, South Dakota","Aurora","South Dakota","460","Aurora","0030",5045,1890,10,"total church edifices from NHGIS table NT8 (AWF001)",1795,35.5798,19.8216,16650,,,1846,"wave_coverage_differs"
"G4800150",1890,1890,"Austin, Texas","Austin","Texas","480","Austin","0150",17859,1890,39,"total church edifices from NHGIS table NT8 (AWF001)",8650,48.435,21.8377,37675,,,1700.27,"wave_coverage_differs"
"G0100010",1890,1890,"Autauga, Alabama","Autauga","Alabama","010","Autauga","0010",13330,1890,64,"total church edifices from NHGIS table NT8 (AWF001)",20185,151.4254,48.012,49300,,,1565.33,"wave_coverage_differs"
"G2200090",1890,1890,"Avoyelles, Louisiana","Avoyelles","Louisiana","220","Avoyelles","0090",25112,1890,49,"total church edifices from NHGIS table NT8 (AWF001)",9540,37.9898,19.5126,30725,,,2242.19,"wave_coverage_differs"
"G0800090",1890,1890,"Baca, Colorado","Baca","Colorado","080","Baca","0090",1479,1890,5,"total church edifices from NHGIS table NT8 (AWF001)",850,57.4713,33.8066,500,,,6623.47,"wave_coverage_differs"
"G1200030",1890,1890,"Baker, Florida","Baker","Florida","120","Baker","0030",3333,1890,17,"total church edifices from NHGIS table NT8 (AWF001)",3100,93.0093,51.0051,3650,,,1532.12,"wave_coverage_differs"
"G1300070",1890,1890,"Baker, Georgia","Baker","Georgia","130","Baker","0070",6144,1890,32,"total church edifices from NHGIS table NT8 (AWF001)",8153,132.6986,52.0833,14800,,,904.34,"wave_coverage_differs"
"G4100010",1890,1890,"Baker, Oregon","Baker","Oregon","410","Baker","0010",6764,1890,7,"total church edifices from NHGIS table NT8 (AWF001)",1700,25.1331,10.3489,25700,,,6038.52,"wave_coverage_differs"
"G0100030",1890,1890,"Baldwin, Alabama","Baldwin","Alabama","010","Baldwin","0030",8941,1890,41,"total church edifices from NHGIS table NT8 (AWF001)",9071,101.454,45.8562,22155,,,4211.24,"wave_coverage_differs"
"G1300090",1890,1890,"Baldwin, Georgia","Baldwin","Georgia","130","Baldwin","0090",14608,1890,43,"total church edifices from NHGIS table NT8 (AWF001)",14400,98.5761,29.4359,47143,,,690.59,"wave_coverage_differs"
"G2100070",1890,1890,"Ballard, Kentucky","Ballard","Kentucky","210","Ballard","0070",8390,1890,23,"total church edifices from NHGIS table NT8 (AWF001)",6280,74.851,27.4136,14405,,,710.27,"wave_coverage_differs"
"G2400050",1890,1890,"Baltimore, Maryland","Baltimore","Maryland","240","Baltimore","0050",72909,1890,210,"total church edifices from NHGIS table NT8 (AWF001)",51577,70.7416,28.803,845675,,,1701.88,"wave_coverage_differs"
"G2405100",1890,1890,"Baltimore City, Maryland","Baltimore City","Maryland","240","Baltimore City","5100",434439,1890,74,"total church edifices from NHGIS table NT8 (AWF001)",16425,3.7807,1.7033,197875,,,84.5,"wave_coverage_differs"
"G4800190",1890,1890,"Bandera, Texas","Bandera","Texas","480","Bandera","0190",3795,1890,9,"total church edifices from NHGIS table NT8 (AWF001)",1325,34.9144,23.7154,13550,,,2515.26,"wave_coverage_differs"
"G1300110",1890,1890,"Banks, Georgia","Banks","Georgia","130","Banks","0110",8562,1890,27,"total church edifices from NHGIS table NT8 (AWF001)",7525,87.8883,31.5347,15150,,,605.82,"wave_coverage_differs"
"G3100070",1890,1890,"Banner, Nebraska","Banner","Nebraska","310","Banner","0070",2435,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",350,14.3737,12.3203,1850,,,1933.07,"wave_coverage_differs"
"G2600130",1890,1890,"Baraga, Michigan","Baraga","Michigan","260","Baraga","0130",3036,1890,6,"total church edifices from NHGIS table NT8 (AWF001)",1125,37.0553,19.7628,17000,,,2375.32,"wave_coverage_differs"
"G2000070",1890,1890,"Barber, Kansas","Barber","Kansas","200","Barber","0070",7973,1890,7,"total church edifices from NHGIS table NT8 (AWF001)",1675,21.0084,8.7796,17500,,,2942.66,"wave_coverage_differs"
"G0100050",1890,1890,"Barbour, Alabama","Barbour","Alabama","010","Barbour","0050",34898,1890,100,"total church edifices from NHGIS table NT8 (AWF001)",27150,77.7982,28.6549,130235,,,2342.61,"wave_coverage_differs"
"G5400010",1890,1890,"Barbour, West Virginia","Barbour","West Virginia","540","Barbour","0010",12702,1890,64,"total church edifices from NHGIS table NT8 (AWF001)",15565,122.5398,50.3858,49285,,,888,"wave_coverage_differs"
"G3800030",1890,1890,"Barnes, North Dakota","Barnes","North Dakota","380","Barnes","0030",7045,1890,9,"total church edifices from NHGIS table NT8 (AWF001)",1780,25.2661,12.775,20750,,,3919.7,"wave_coverage_differs"
"G2500010",1890,1890,"Barnstable, Massachusetts","Barnstable","Massachusetts","250","Barnstable","0010",29172,1890,83,"total church edifices from NHGIS table NT8 (AWF001)",25271,86.6276,28.4519,440750,,,1082.43,"wave_coverage_differs"
"G4500110",1890,1890,"Barnwell, South Carolina","Barnwell","South Carolina","450","Barnwell","0110",44613,1890,168,"total church edifices from NHGIS table NT8 (AWF001)",57470,128.819,37.6572,184640,,,3330.34,"wave_coverage_differs"
"G2100090",1890,1890,"Barren, Kentucky","Barren","Kentucky","210","Barren","0090",21490,1890,90,"total church edifices from NHGIS table NT8 (AWF001)",25000,116.3332,41.8799,60450,,,1295.4,"wave_coverage_differs"
"G5500050",1890,1890,"Barron, Wisconsin","Barron","Wisconsin","550","Barron","0050",15416,1890,22,"total church edifices from NHGIS table NT8 (AWF001)",4115,26.693,14.2709,35560,,,2304.49,"wave_coverage_differs"
"G2600150",1890,1890,"Barry, Michigan","Barry","Michigan","260","Barry","0150",23783,1890,78,"total church edifices from NHGIS table NT8 (AWF001)",18975,79.7839,32.7965,148950,,,1494.53,"wave_coverage_differs"
"G2900090",1890,1890,"Barry, Missouri","Barry","Missouri","290","Barry","0090",22943,1890,40,"total church edifices from NHGIS table NT8 (AWF001)",11190,48.773,17.4345,30625,,,2048.57,"wave_coverage_differs"
"G1800050",1890,1890,"Bartholomew, Indiana","Bartholomew","Indiana","180","Bartholomew","0050",23867,1890,68,"total church edifices from NHGIS table NT8 (AWF001)",23095,96.7654,28.4912,196100,,,1060.65,"wave_coverage_differs"
"G2000090",1890,1890,"Barton, Kansas","Barton","Kansas","200","Barton","0090",13172,1890,30,"total church edifices from NHGIS table NT8 (AWF001)",6089,46.2268,22.7756,62350,,,2332.63,"wave_coverage_differs"
"G2900110",1890,1890,"Barton, Missouri","Barton","Missouri","290","Barton","0110",18504,1890,44,"total church edifices from NHGIS table NT8 (AWF001)",15020,81.1716,23.7786,73475,,,1545.5,"wave_coverage_differs"
