"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:aerodrom","aerodrom","Aerodrom",2021,77735,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",70555,90.7635,1525,1.9618,,,,21.1658,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=57492;Муслимани (ислам)=2184;Католици=455;Христијани=10096;Протестанти=76;Евангелисти=44;Евангелисти-методисти=24;Јеховини сведоци=44;Друго=140;Не е верник (атеист)=1525;Не се изјаснил=303;Непознато=104;Лица за кои податоците се преземени од административни извори=5248"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:chair","chair","Chair",2021,62586,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",56231,89.846,73,0.1166,,,,3.4828,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=3050;Муслимани (ислам)=50755;Католици=151;Христијани=2121;Протестанти=61;Евангелисти=5;Евангелисти-методисти=0;Јеховини сведоци=69;Друго=19;Не е верник (атеист)=73;Не се изјаснил=40;Непознато=16;Лица за кои податоците се преземени од административни извори=6226"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:chashka","chashka","Chashka",2021,7942,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",7626,96.0212,3,0.0378,,,,818.5089,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=909;Муслимани (ислам)=4710;Католици=10;Христијани=1994;Протестанти=0;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=3;Не е верник (атеист)=3;Не се изјаснил=3;Непознато=8;Лица за кои податоците се преземени од административни извори=302"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:cheshinovo_obleshevo","cheshinovo_obleshevo","Cheshinovo - Obleshevo",2021,5471,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",5245,95.8691,3,0.0548,,,,132.2612,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=4343;Муслимани (ислам)=5;Католици=2;Христијани=887;Протестанти=1;Евангелисти=2;Евангелисти-методисти=0;Јеховини сведоци=4;Друго=1;Не е верник (атеист)=3;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=223"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:chucher_sandevo","chucher_sandevo","Chucher - Sandevo",2021,9200,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",8421,91.5326,11,0.1196,,,,236.5375,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=5354;Муслимани (ислам)=1363;Католици=15;Христијани=1675;Протестанти=2;Евангелисти=5;Евангелисти-методисти=2;Јеховини сведоци=1;Друго=4;Не е верник (атеист)=11;Не се изјаснил=3;Непознато=1;Лица за кои податоците се преземени од административни извори=764"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:debar","debar","Debar",2021,15412,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",13899,90.183,1,0.0065,,,,150.0146,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=220;Муслимани (ислам)=13611;Католици=2;Христијани=61;Протестанти=1;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=1;Друго=3;Не е верник (атеист)=1;Не се изјаснил=4;Непознато=9;Лица за кои податоците се преземени од административни извори=1499"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:debarca","debarca","Debarca",2021,3719,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",3403,91.5031,0,0,,,,422.0472,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=2893;Муслимани (ислам)=76;Католици=5;Христијани=428;Протестанти=0;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=1;Не е верник (атеист)=0;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=316"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:delchevo","delchevo","Delchevo",2021,13585,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",12663,93.2131,11,0.081,,,,421.8257,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=5709;Муслимани (ислам)=694;Католици=4;Христијани=6253;Протестанти=0;Евангелисти=1;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=2;Не е верник (атеист)=11;Не се изјаснил=3;Непознато=3;Лица за кои податоците се преземени од административни извори=905"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:demir_hisar","demir_hisar","Demir Hisar",2021,7260,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",6987,96.2397,4,0.0551,,,,480.491,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=3873;Муслимани (ислам)=244;Католици=19;Христијани=2850;Протестанти=0;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=1;Не е верник (атеист)=4;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=269"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:demir_kapija","demir_kapija","Demir Kapija",2021,3777,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",3645,96.5052,2,0.053,,,,311.2158,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=3032;Муслимани (ислам)=419;Католици=23;Христијани=161;Протестанти=2;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=8;Не е верник (атеист)=2;Не се изјаснил=3;Непознато=12;Лица за кои податоците се преземени од административни извори=115"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:dojran","dojran","Dojran",2021,3084,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",2955,95.8171,8,0.2594,,,,129.3446,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=535;Муслимани (ислам)=309;Католици=8;Христијани=2101;Протестанти=1;Евангелисти=1;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=0;Не е верник (атеист)=8;Не се изјаснил=1;Непознато=0;Лица за кои податоците се преземени од административни извори=120"
