"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:30","30","Noord-Brabant",2010,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,69,,32,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:31","31","Limburg",2010,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,79,,21,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:20","20","Groningen",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,37,,63,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:21","21","Fryslân",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,48,,53,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:22","22","Drenthe",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,45,,55,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:23","23","Overijssel",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,58,,42,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:24","24","Flevoland",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,44,,56,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:25","25","Gelderland",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,56,,44,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:26","26","Utrecht",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,47,,53,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:27","27","Noord-Holland",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,39,,62,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:28","28","Zuid-Holland",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,50,,50,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:29","29","Zeeland",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,54,,46,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:30","30","Noord-Brabant",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,68,,32,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:31","31","Limburg",2011,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,77,,23,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:20","20","Groningen",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,36,,64,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:21","21","Fryslân",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,47,,53,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:22","22","Drenthe",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,41,,59,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:23","23","Overijssel",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,57,,43,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:24","24","Flevoland",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,42,,58,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:25","25","Gelderland",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,56,,44,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:26","26","Utrecht",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,48,,52,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:27","27","Noord-Holland",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,39,,61,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:28","28","Zuid-Holland",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,49,,51,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:29","29","Zeeland",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,52,,48,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:30","30","Noord-Brabant",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,65,,35,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:31","31","Limburg",2012,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,76,,24,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:20","20","Groningen",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,36,,64,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:21","21","Fryslân",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,46,,54,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:22","22","Drenthe",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,40,,60,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:23","23","Overijssel",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,56,,43,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:24","24","Flevoland",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,45,,55,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:25","25","Gelderland",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,56,,44,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:26","26","Utrecht",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,48,,52,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:27","27","Noord-Holland",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,40,,60,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:28","28","Zuid-Holland",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,50,,50,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:29","29","Zeeland",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,57,,43,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:30","30","Noord-Brabant",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,66,,34,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:31","31","Limburg",2013,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,77,,23,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:20","20","Groningen",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,34,,66,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:21","21","Fryslân",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,42,,58,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:22","22","Drenthe",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,39,,61,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:23","23","Overijssel",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,57,,43,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:24","24","Flevoland",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,46,,54,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:25","25","Gelderland",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,53,,47,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:26","26","Utrecht",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,47,,53,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
"NL","nl-province-2026-pdok-brk","province","nl-province-2026-pdok-brk:27","27","Noord-Holland",2014,,"CBS Labour Force Survey estimate for the total population aged 15+; the source publishes rounded whole percentages and no population count or machine-readable uncertainty interval in table 83288NED.",,38,,62,,,,,,,"cbs-statline-83288ned-religious-involvement-province-2010-2015|pdok-brk-bestuurlijke-gebieden-province-current-2026","sample_survey_estimate;self_reported_religious_affiliation;population_aged_15_plus;rounded_whole_percent;confidence_interval_not_published;final_source_value"
