"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:4","4","Central District",1961,407000,"CBS Statistical Abstract table 2.11, reference date 22 May 1961; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",406600,99.9017,,,,,,1294.5285,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:5","5","Tel Aviv District",1961,699300,"CBS Statistical Abstract table 2.11, reference date 22 May 1961; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",698500,99.8856,,,,,,175.63,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:6","6","Southern District",1961,173900,"CBS Statistical Abstract table 2.11, reference date 22 May 1961; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",173500,99.77,,,,,,14454.2456,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:7","7","Judea and Samaria Area",1961,,"CBS Statistical Abstract table 2.11, reference date 22 May 1961; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",,,,,,,,92.0685,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:1","1","Jerusalem District",1972,347400,"CBS Statistical Abstract table 2.11, reference date 20 May 1972; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",347300,99.9712,,,,,,653.6863,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:2","2","Northern District",1972,473900,"CBS Statistical Abstract table 2.11, reference date 20 May 1972; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",473300,99.8734,,,,,,4638.8457,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:3","3","Haifa District",1972,483800,"CBS Statistical Abstract table 2.11, reference date 20 May 1972; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",483700,99.9793,,,,,,876.362,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:4","4","Central District",1972,579700,"CBS Statistical Abstract table 2.11, reference date 20 May 1972; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",579600,99.9827,,,,,,1294.5285,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:5","5","Tel Aviv District",1972,907200,"CBS Statistical Abstract table 2.11, reference date 20 May 1972; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",907000,99.978,,,,,,175.63,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:6","6","Southern District",1972,354200,"CBS Statistical Abstract table 2.11, reference date 20 May 1972; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",354100,99.9718,,,,,,14454.2456,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:7","7","Judea and Samaria Area",1972,1500,"CBS Statistical Abstract table 2.11, reference date 20 May 1972; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",1500,100,,,,,,92.0685,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:1","1","Jerusalem District",1983,472900,"CBS Statistical Abstract table 2.11, reference date 4 June 1983; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",472700,99.9577,,,,,,653.6863,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:2","2","Northern District",1983,656000,"CBS Statistical Abstract table 2.11, reference date 4 June 1983; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",656100,100.0152,,,,,,4638.8457,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:3","3","Haifa District",1983,575300,"CBS Statistical Abstract table 2.11, reference date 4 June 1983; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",575000,99.9479,,,,,,876.362,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:4","4","Central District",1983,830700,"CBS Statistical Abstract table 2.11, reference date 4 June 1983; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",830500,99.9759,,,,,,1294.5285,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:5","5","Tel Aviv District",1983,1000200,"CBS Statistical Abstract table 2.11, reference date 4 June 1983; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",999800,99.96,,,,,,175.63,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:6","6","Southern District",1983,478700,"CBS Statistical Abstract table 2.11, reference date 4 June 1983; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",478300,99.9164,,,,,,14454.2456,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:7","7","Judea and Samaria Area",1983,23700,"CBS Statistical Abstract table 2.11, reference date 4 June 1983; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. CBS does not publish the Not classified by religion category for this wave; that field is therefore null. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",23700,100,,,,,,92.0685,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_category_not_published;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:1","1","Jerusalem District",1995,675200,"CBS Statistical Abstract table 2.11, reference date 31 December 1995; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. The no_religion slot carries CBS's category verbatim: Not classified by religion. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",672200,99.5557,2800,0.4147,,,,653.6863,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_by_religion_not_irreligion;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:2","2","Northern District",1995,946900,"CBS Statistical Abstract table 2.11, reference date 31 December 1995; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. The no_religion slot carries CBS's category verbatim: Not classified by religion. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",938200,99.0812,8700,0.9188,,,,4638.8457,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_by_religion_not_irreligion;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:3","3","Haifa District",1995,743000,"CBS Statistical Abstract table 2.11, reference date 31 December 1995; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. The no_religion slot carries CBS's category verbatim: Not classified by religion. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",731200,98.4118,11800,1.5882,,,,876.362,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_by_religion_not_irreligion;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:4","4","Central District",1995,1216300,"CBS Statistical Abstract table 2.11, reference date 31 December 1995; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. The no_religion slot carries CBS's category verbatim: Not classified by religion. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",1205800,99.1367,10400,0.8551,,,,1294.5285,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_by_religion_not_irreligion;current_2022_boundary_frame"
"IL","il-district-2022-cbs-moin","district","il-district-2022-cbs-moin:5","5","Tel Aviv District",1995,1142000,"CBS Statistical Abstract table 2.11, reference date 31 December 1995; counts are published in thousands rounded to one decimal. The classified count sums the CBS district entries for Jewish, Muslim, Christian, and Druze classifications. The no_religion slot carries CBS's category verbatim: Not classified by religion. This is a Population Register classification for residents without a recognised religious classification (notably many immigrants and their descendants not registered in a religion group); it is not a measure of no religion, irreligion, or secularity. These fields report Population Register classification, never belief or practice.",1128200,98.7916,13800,1.2084,,,,175.63,,,"cbs-statistical-abstract-table-2-11-2025|cbs-arcgis-moin-subdistrict-boundaries|cbs-statistical-areas-2022","population_register_classification;cbs_counts_rounded_to_0.1_thousand;published_district_group_entries_summed_without_residual_distribution;recognised_group_sum;not_classified_by_religion_not_irreligion;current_2022_boundary_frame"
